record_id	title_original	source_deposit	translation_status	notes
obi-v01-n0182-ob-p0314	ငါပိုက်သင် လယ်မယား ကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0183-ob-p0315	ငါမင်သင် လင်မယား ကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0184-ob-p0316	အိုပ္လည်ဝသင် ကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0185-ob-p0318	အမတ်တျာဗိစည်ကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0186-ob-p0319	မြင်းကပါ ပိဇယ်တို့ကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0187-ob-p0320	သံဗျင်သက်ရှည်ကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0188-ob-p0321	ဂဝံကျောင်း ကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0189-ob-p0322	မနူဟာဘုရား ကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0190-ob-p0324	တောင်ခံနှင့် ဇယ်သဘင်ကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0191-ob-p0325	အမတ် သမန်ဘတြာ ကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0191-re-p0326	အမတ် သမန်ဘတြာ ကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0192-ob-p0326	မတိမာ မထေရ်ကြီးကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0193-ob-p0328	ရန်အောင်မြင်ဘုရားကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0194-ob-p0329	ပရိမ္မထီးလိုင်သျှင်ဘုရားကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0194-re-p0330	ပရိမ္မထီးလိုင်သျှင်ဘုရား၊ ကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0195-ob-p0331	လှည်းထောင်ဘုရား ကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0196-ob-p0333	သျင်ဝလင်ကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0196-re-p0334	သျင်ဝလင်ကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0197-ob-p0334	သင်ကြီးငါက္လင်ဂံသင် ကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0197-re-p0336	သင်ကြီးငါက္လင်ဂံသင် ကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0198-ob-p0337	သူကြွယ် ငကူလာသင် သိမ်ကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0199-ob-p0339	မင်းရှင်စော ကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0199-re-p0340	မင်းရှင်စောကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0200-ob-p0340	ငမဲတောင်ဦးဘုရားအနီးကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0201-re-p0342	တိုက်သူကြီး ငပုံသင် ကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0202-re-p0343	ကွန်းကတင်ဘုရားကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0203-ob-p0344	မင်းမတ်ကြီး စယ်ဘတြာကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0204-ob-p0345	မန္တလေးနန်းတွင်းရုံတွင် အမှတ် ၅၀၁ ကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0204-re-p0346	မန္တလေးနန်းတွင်းရုံ အမှတ် ၅၀၁ ကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0205-ob-p0347	စူဠာမဏိဘုရားကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0206-ob-p0350	စူဠပန်မဟာထေရ် ကုလားကျောင်းကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0206-re-p0351	စူဠပန်မဟာထေရ် ကုလားကျောင်း ကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0207-ob-p0352	နားတောင်းတတ်ဘုရား ကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0208-ob-p0353	သင်ကြီး ငါပုသင် ကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0209-ob-p0354	စာကြိုဘုရားလှကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0209-re-p0355	စာကြိုဘုရားလှ ကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0210-ob-p0357	ရတနာပုံ မိဖုရားကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0211-ob-p0358	မင်းသတ္ထာကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0212-ob-p0360	အမတ်ကြီး သုဖရစ် ကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0212-re-p0361	အမတ်ကြီး သုဖရစ်ကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0213-ob-p0362	စည်သူမင်းကြီးကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0214-ob-p0363	စာကြိုဘုရားလှကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0215-ob-p0365	မြင်းမူ ကင်းသူကြီးကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0216-ob-p0366	ပုဂံရွှေကျောင်း အရှေ့ဂူကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0217-ob-p0367	ကြွဲပုလုနှင့် ကြွယ်ကြီးချတ္တရာတို့ ကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0218-ob-p0370	စောလူးမင်းကြီး ကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0219-ob-p0371	ရွှေတွင်းအောင်းဘုရား ကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0220-ob-p0374	သူကြွယ်ကြီးဝတ္တန ကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0221-tx-p0375	သူကြွယ် ဖ္လစ်ကောင်သင် ကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0221-tx-p0376	သူကြွယ် ဖ္လစ်ကောင်သင် ကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0222-re-p0376	ဖျက္ကသု ကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0223-ob-p0377	နဂါးကြောင်းဘုရား ကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0224-ob-p0379	မန္တလေး နန်းတွင်းရုံတွင် အမှတ် ၂၈ ကျောက်စာ	zenodo_4321314	not_started	
obi-v01-n0225-ob-p0381	မန္တလေးနန်းတွင်းရုံတွင်ရှိ အမှတ် ၃၉ ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0001-ob-p0001	မဟာဂေါတမဘုရားကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0001-tx-p0002	မဟာဂေါတမဘုရားကျောက်စာအထက်ပိုင်းရှိ ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0002-ob-p0003	မင်းမတ် နဂါပိုရ် မိဖွါးကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0003-ob-p0004	ထင်ညာပတိဂူ လေးမျက်နှာဘုရားကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0004-ob-p0006	ရတနာသုံးပါးအား ကျွန်လယ်လှူသော ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0005-re-p0009	အမတ် အစလပိဇည်တို့ ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0006-ob-p0010	သက်လျင်သိရတ် မောင်နှံကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0007-ob-p0011	မန္တလေးမြို့ နန်းတွင်းကျောက်စာရုံငယ်တွင် အမှတ် ၄၇၅/က ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0007-re-p0011	မန္တလေးမြို့နန်းတွင်းကျောက်စာရုံငယ်တွင် အမှတ် ၄၇၅/ခ ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0008-re-p0013	ဘုရားအား ကျွန်လှူသော ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0009-ob-p0014	ငကောင်ရင်သင် ဂူကျောင်းကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0010-ob-p0015	ဖုန်းသည် သင်ကြီး ငါပံသင် ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0011-ob-p0017	ဖုန်မ္လတ်ပုရှာ မယ်တော် ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0012-ob-p0018	မကွေးသူ မုဆိုးမ ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0013-ob-p0020	ငဇဝ်သင်ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0014-ob-p0021	သူကြွယ် ငစုယ်သင် ဘုရားကြီးကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0015-ob-p0022	သူကြွယ် သူရိယသူကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0015-re-p0023	သူကြွယ် သူရိယသူကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0016-ob-p0024	ဖွားစောခေါ် အမိပုဟားစော ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0017-ob-p0027	သ္ခိင်ဖွားကြီးမြေး စိုးမင်းကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0018-ob-p0029	ဖွားစောခေါ် အမိပုရှာစော ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0019-ob-p0030	သံဗျင် အစလဘိရစ် ဒါနပတိ မောင်နှံ ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0019-re-p0031	သံဗျင် အစလဘိရစ် ဒါနပတိ မောင်နှံကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0020-ob-p0033	ညောင်ရံကြီးသမီး ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0020-re-p0035	ညောင်ရံကြီးသမီးကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0021-ob-p0037	ညောင်ရံကြီးသမီးကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0022-ob-p0041	ညောင်ရမ်းကြီးသမီးကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0023-ob-p0044	ညောင်ရမ်းကြီးသမီးကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0024-ob-p0047	ညောင်ရမ်းကြီးသမီးကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0025-ob-p0049	ညောင်ရမ်းကြီးသမီး ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0026-re-p0051	သ္ခိင်ဖွားကြီးမြေး စိုးမင်း ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0027-ob-p0052	မြေအတွက် အချင်းများသော ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0028-ob-p0053	သူကြွယ် ငါမြှောက်သင် ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0029-ob-p0054	သ္ခိင် ငမည်သင် ဂုဏာတိရိတ်ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0030-ob-p0056	ရွှေဂူဘုရားကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0031-ob-p0058	ကျစွာမင်း မိထွေးတော်ကျောင်းကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0032-ob-p0060	အဖွါးအိမ္လန်မိ ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0033-ob-p0061	ဘိုးကလုန်ဂူဘုရားခေါ် မရှက်သည် ဂူဘုရားကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0033-re-p0063	ဘိုးကလုန်ဂူဘုရားခေါ်မရှက်သည် ဂူဘုရားကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0034-ob-p0064	သမန္တကုံထံ လင်မယားကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0035-ob-p0066	ပိုလ်သူကြီး သတ္တျာ ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0035-re-p0068	ပိုလ်သူကြီးသတ္တျာ ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0036-ob-p0069	ငမ္လင်သင် ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0037-ob-p0069	ဖုန်းသည်ကြီး သိခင်ပင်လယ် ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0038-ob-p0072	စလင်းမင်းအနန္တသူကျောင်းကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0038-re-p0073	စလင်းမင်း အနန္တသူကျောင်းကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0039-ob-p0074	မန္တလေးမြို့နန်းတွင်းကျောက်စာရုံတွင် အမှတ် ၃၁၀ ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0040-ob-p0074	ဖုန်းသည် သူဖရစ်လင်မယားကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0041-ob-p0076	သူကြွယ်အို့ကြံချင်သင် လင်မယားကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0042-ob-p0078	ကျစွာမင်းကြီးကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0042-re-p0080	ကျစွာမင်းကြီးကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0043-ob-p0082	မင်းမတ် ကစ္စမင်္ဂလာ သားကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0044-ob-p0083	တရားနာပြီး ကျွန်လှူသောကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0045-ob-p0083	ငါမ္လိယ်သင်လင်မယားကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0045-re-p0084	ငါမ္လိယ်သင် လင်မယားကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0046-ob-p0085	လောကနန္ဒာဘုရားကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0047-re-p0087	ဖုန်းသည်ကြီး ငါဖွသင် ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0048-ob-p0087	ငါဖုန်ဆောင်သင် လင်မယားကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0049-ob-p0088	ငါရံသင် ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0050-ob-p0089	ငါလှသင် မောင်နှံကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0051-ob-p0091	ဘုရားအား ကျွန်လှူသော ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0052-ob-p0092	သူကြွယ် အိုန်နိုင်သင် ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0053-re-p0096	ရှင်မဟာကဿပကျောင်းကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0053-tx-p0093	ရှင်မဟာကဿပကျောင်းကျောက်စာ၊ ၂မျက်နှာ မျက်နှာဘက်	zenodo_4321314	not_started	
obi-v02-n0054-ob-p0099	မင်းသမီး အစောကြွမ်းကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0054-re-p0103	မင်းသမီးအစောကြွမ်းကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0055-re-p0104	ကျစွာမင်းကြီးကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0056-ob-p0104	ဇေယပိကြံမောင်နှံကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0056-re-p0108	ဇေယပိကြံ မောင်နှံ ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0057-ob-p0111	ကျစွာမင်းအမိန့်တော်ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0057-tx-p0113	ကျစွာမင်းအမိန့်တော် ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0058-ob-p0115	ကျစွာမင်းအမိန့်တော် ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0059-ob-p0119	ကျစွာမင်းအမိန့်တော်ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0059-re-p0122	ကျစွာမင်း အမိန့်တော်ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0060-ob-p0124	ကျစွာမင်း အမိန့်တော်ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0061-ob-p0128	ကျစွာမင်းအမိန့်တော်ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0062-ob-p0129	ကျစွာမင်း အမိန့်တော်ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0063-ob-p0131	ကျစွာမင်းအမိန့်တော်ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0064-ob-p0132	ကျစွာမင်းအမိန့်တော် ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0064-re-p0134	ကျစွာမင်းအမိန့်တော် ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0065-re-p0139	ကျစွာမင်းအမိန့်တော်ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0065-tx-p0137	ကျစွာမင်းအမိန့်တော် ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0066-ob-p0140	ကျစွာမင်းအမိန့်တော်ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0067-ob-p0141	ကျစွာမင်း အမိန့်တော်ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0068-ob-p0142	တိုက်ကြီးကုန်းဘုရား ပါဠိ ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0069-ob-p0143	ကျစွာမင်း အမိန့်တော် ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0070-ob-p0146	အဘွားကလံသ္ခိင် ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0071-ob-p0147	မန္တလေးမြို့နန်းတွင်းရုံတွင် ကျောက်စာတိုင်အမှတ် ၄၁၃ ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0072-ob-p0148	ဥန်သင် စသောသူတို့ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0072-ob-p0151	ကျစွာမင်းအမိန့်တော်ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0073-tx-p0155	ညောင်ဦးမြို့ရွှေစည်းခုံဘုရားကို ကျွန်လှူသောကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0074-ob-p0155	သူကြွယ်ငဖုန်ဆုံသင် လင်မယားကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0075-ob-p0156	သူကြွယ် ငါချတ်သင်ကြီးကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0076-ob-p0157	သူကြွယ် ငဝံဖ္လည်သင် စသောသူတို့ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0077-ob-p0159	မဟာသမန်း လင်မယားကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0078-ob-p0162	သိခင် မခင်မီ ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0079-ob-p0163	ငဖွယ် ငလျောင် တရားနိုင်သောကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0080-ob-p0164	ဒါယကာ သား သုဖရစ် ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0080-re-p0165	ဒါယကာ သားသုဖရစ်ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0081-ob-p0167	ငစည်တည်သင်ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0082-ob-p0168	ကျစွာမင်း၏မိထွေးတော်ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0083-ob-p0170	ဓမ္မရံကြီးဘုရား ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0084-ob-p0172	ဖုန်သည်မ စသောသူတို့ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0085-ob-p0173	အဂ္ဂပတိ ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0086-ob-p0174	စည်သူမင်းကြီးကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0086-re-p0175	စည်သူမင်းကြီးကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0087-ob-p0176	ဘုရားအားကျွန်လှူသော ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0088-ob-p0176	သံပျင်စွာကျောင်းကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0089-ob-p0177	ဘုရားအားကျွန်လှူသော ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0090-ob-p0178	ငတွန်သင် မယားကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0091-ob-p0179	သိခင် စခီပိုလ် ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0092-ob-p0181	ဥစ္စနာမင်းကြီး၏့ ဦးရီးစသောသူတို့ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0093-ob-p0183	သူကြွယ်တဦး၏့ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0094-tx-p0185	ငါဖုန်ဟိယ်သင် သမီးအိုဝ်သုက်နှင့် ဖုန်မြတ်ကြီး ဂုဏပိစည်းကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0095-re-p0186	အသင်္ခယာမင်းမတ် မယားကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0096-tx-p0187	တရုပ်ပြေးမင်းကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0097-tx-p0188	မန္တလေးနန်းတွင်းရုံတွင်ကျောက်တိုင်အမှတ် ၃၈/က ကျောက်စာ မျက်နှာ	zenodo_4321314	not_started	
obi-v02-n0097-tx-p0189	မန္တလေးနန်းတွင်းရုံတွင် ကျောက်တိုင်အမှတ် ၃၈/ခ ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0098-ob-p0190	သူကြွယ် ငတိုင်ပင်သင် လင်မယားကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0099-ob-p0191	မင်းမတ် မဟာသ္မန်း ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0099-re-p0192	မင်းမတ် မဟာသ္မန်းကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0100-ob-p0193	စစ်သူကြီးသမက် ငရောက်သင်ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0101-ob-p0194	မဟာသမန်းကြီး သမီး စိုးမင်းကြီးကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0102-ob-p0195	ငရောက် စသောသူတို့ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0103-ob-p0196	ငါလပ်သင် ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0104-ob-p0197	ဆင်ခြံဘုရားကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0105-ob-p0198	နရသီဟပတေ့မင်းနှင့် အရီးစောကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0106-ob-p0202	တန်နှောင် ငရောက်သင်ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0107-ob-p0203	မန္တလေးနန်းတွင်းရုံ အမှတ် ၃၇၀ ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0108-re-p0204	စည်သူမင်းကြီးကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0109-ob-p0205	အမျိုးသမီးတဦး၏့ ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0109-tx-p0206	အမျိုးသမီးတဦး၏့ ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0110-ob-p0206	ရွှေပေါက်အုပ်ဘုရား သိမ်တွင်းရှိကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0110-re-p0207	ရွှေပေါက်အုပ်ဘုရား သိမ်တွင်းရှိကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0111-ob-p0207	မန္တလေးနန်းတွင်းရုံအမှတ် ၈၂ ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0112-ob-p0209	ကျွန်လှူသော ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0113-ob-p0210	ဖုန်သည် ငါပင်ရသင် ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0114-ob-p0211	မင်းမတ်ကြီး စယျဖတ္တရာ ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0115-ob-p0212	ငါဖုန်ဆုန် ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0116-ob-p0212	မန္တလေးနန်းတွင်းရုံတွင် အမှတ် ၃၁ ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0117-ob-p0213	ပြည်ခွင်မယား မင်းသမီး မြေး ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0117-re-p0215	ပြည်ခွင်မယား မင်းသမီး မြေး ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0118-re-p0217	သူကြွယ် ငတိကျက်သက် ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0119-ob-p0219	ဘုရားကျွန်နှင့် မြေလှူသော ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0120-ob-p0220	ပုဂံပြတိုက် အမှတ် ၂၅ ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0120-re-p0221	ပုဂံပြတိုက် အမှတ် ၂၅ ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0121-tx-p0222	ပုဂံပြတိုက်အမှတ် ၂၃~ကျောက်စာ။	zenodo_4321314	not_started	
obi-v02-n0121-tx-p0223	ပုဂံပြတိုက် အမှတ် ၂၃ ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0121-tx-p0225	ပုဂံပြတိုက် အမှတ် ၂၃ ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0122-ob-p0225	သူကြွယ်မ ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0123-ob-p0226	ပုဂံပြတိုက် အမှတ် ၁၉ ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0124-ob-p0227	ပုဂံပြတိုက်အမှတ်-၉၀ ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0125-tx-p0227	ပုဂံပြတိုက် တောင်ဘက်ခန်း၌ရှိသောကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0126-tx-p0228	ပုဂံပြတိုက် တောင်ဘက်ခန်း၌ရှိသောကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0127-ob-p0228	ဘုရားအား ကျွန်လှူသော ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0128-ob-p0229	ရတနာသုံးပါးအား ကျွန်လှူသည်နှင့်တူသော ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0128-re-p0230	ရတနာသုံးပါးအား ကျွန်လှူသည်နှင့်တူသော ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0129-tx-p0230	တိုင်းရင်း ၃၁၉/က ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0130-tx-p0231	တိုင်းရင်း-၃၁၉/ခ ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0131-ob-p0232	ရတနာသုံးပါးအား မြေလှူသော ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0132-tx-p0233	ဆုတောင်းပြည့်ဘုရားရှိ ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0132-tx-p0234	သိမ်ဘုရားရှိ ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0133-ob-p0235	သိမ်သမုတ်သည်နှင့် တူသောကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0134-ob-p0237	ဘုရားအား ကျွန်နှင့် ယာ လှူသော ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0135-tx-p0238	မန္တလေးမြို့ နန်းတွင်းရုံ ၂၇၆ ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0136-tx-p0239	မန္တလေးမြို့နန်းတွင်းရုံ ၂၉၁/က ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0137-tx-p0240	မန္တလေးမြို့နန်းတွင်းရုံ ၄၆၅ ကျောက်စာ	zenodo_4321314	not_started	
obi-v02-n0138-tx-p0240	မန္တလေးမြို့နန်းတွင်းရုံ ၃၇၃ ကျောက်စာ	zenodo_4321314	not_started	
