raw_reference_string	occurrence_count
IOB1-36 BED B 574-1; Pl. I 36; OBI 1, p. 97; SIP no. 17, p. 30; UEM no. 18, p. 36	1
IOB1-38/a	1
IOB1-38/b BED B 573-4; Pl. I 38a; OBI 1, p. 97	1
IOB1-40	1
IOB1-42 BED B 578-2; Pl. I 42-43; OBI 1, p. 112	1
IOB1-43	1
IOB1-44/a BED B 578-3; Pl. I 44a; OBI 1, p. 116; Than Tun, Hnaung-dwe, no. 8, p. 18; U Min Hswe, no. 73	1
IOB1-45 BED B 581-2; Pl. I 45; OBI 1, p. 125	1
IOB1-48 BED B 582-1; Pl. I 48-49; OBI 1, p. 130	1
IOB1-49	1
IOB1-56/a; IOB1-56/b BED B 577-2; Pl. I 56a; OBI 1, p. 107; UEM no. 23, p. 44	1
IOB1-56/b BED B 587-6; Pl. I 56b; OBI 1, p. 184	1
IOB1-57/a & IOB5-563/b BED B 588-5; Pl. I 57a and Pl. V 563b; OBI 1, p. 191	1
IOB1-57/b BED B 588-1; Pl. I 57b; OBI 1, p. 187	1
IOB1-58	1
IOB1-60/a BED B 591-2; Pl. I 60a+b; OBI 1, p. 205; UEM no. 24, p. 46; List 203; UB 1, p. 382; Luce, OBEP 1, p. 117-25; Aung-Thwin, Ceylonese-Burmese Relations, JSS 1976, p. 53-74; Frasch, MHRJ 1998, p. 23-37; U Lu Pe Win, OBEP – A Radical Review, in JBRS	1
IOB1-61 BED B 591-3; Pl. I 61; OBI 1, p. 206	1
IOB1-64 BED B 585-1; Pl. I 64; OBI 1, p. 140; UEM no. 29, p. 50; List 185; PPA, p. 213; TN, p. 98	1
IOB1-66; IOB1-67, BED B 577-3; Pl. I 66; OBI 1, p. 108; U Min Hswe, no. 41	1
IOB1-78/b BED B 595-3; Pl. I 76; OBI 1, p. 229; UEM no. 31, p. 76; List 186; PPA, p. 221 (partly transl. U Pe Maung Tin, JBRS 25, 1935, p. 159); Pl. I 78a; OBI 1, p. 233; UEM no. 31, p. 78; List 189; PPA, p. 231; Pl. I 77; OBI 1, p. 235; UEM no. 31, p. 79; List 197; Pl. I 78b; OBI 1, p. 238; UEM no. 31, p. 84; List 199; TN, p. 100-106	1
IOB1-79/a	1
IOB1-80 BED B 589-2; Pl. I 80-81-82a+b; OBI 1, p. 193; List ?; TN, p. 106	1
IOB1-81	1
IOB1-82/a BED B 589-1; Pl. I 58; OBI 1, p. 198	1
IOB1-82/b	1
IOB1-86 BED B 597-5; Pl. I 86-87; OBI 1, p. 260	1
IOB1-87	1
IOB1-9/a BED B 555-1; Pl. I 9a; OBI 1, p. 56; Luce/U Pe Maung Tin, BBHC 3, 1963, p. 74	1
IOB1-94/b	1
IOB1-c/b BED B 546-1; Pl. I 8b; OBI 1, p. 45; Luce/ U Pe Maung Tin, BBHC 3, 1963, p. 72	1
IOB2 114/a BED B 537-1; Pl. II 114a; OBI 1, p. 41	1
IOB2 140/a BED B 604-1; Pl. II 140a+b; OBI 2, p. 30	1
IOB2 141/ BED B 604-7; Pl. II 141a; OBI 2, p. 52	1
IOB2-110 BED B 443-1; Pl. II 110; OBI 1, p. 324; UEM no. 2, p. 2; ARASI 1930-34, p. 190	1
IOB2-111 BED B 482-1; Pl. II 111; OBI 1, p. 334	1
IOB2-112 BED B 482-2; Pl. II 112; OBI 1, p. 336; ARASI 1930-34, p. 190	1
IOB2-113 BED B 537-6; Pl. II 113; OBI 1, p. 40; MP 1, no. 1, p. 1; Luce, OBEP, p. 109; Frasch, Pagan, p. 102-103	1
IOB2-114/b BED B 548-1; Pl. II 114b; OBI 1, p. 353; U Hswai, JBRS 48 (2), 1965, p. 67, no. 1	1
IOB2-115 BED B 549-1; Pl. II 115; OBI 1, p. 46; Htupayon 2, p. 117; RSASB 1912, p. 34; U Nyein Maung’s update to OBI 5 (Htupayon), p. 2	1
IOB2-116 BED B 559-1; Pl. II 116; OBI 1, p. 58; RSASB 1915, p. 57	1
IOB2-117/b BED B 560-5; Pl. II 117b; OBI 1, p. 70; Luce, Prayers, JBRS 1936, p. 135; U Than Tun, JBRS 1978, p. 15; Ray, Theravada Buddhism, p. 165	1
IOB2-118/a BED B 570-2; Pl. II 118a; OBI 1, p. 89; U Hswai, JBRS 48 (2), 1965, p. 67, no. 5	1
IOB2-119/a BED B 577-5; Pl. II 119a; OBI 1, p. 105	1
IOB2-119/b BED B 591-8; Pl. II 119b; OBI 1, p. 106	1
IOB2-120/a BED B 579-8; Pl. II 120a-b; OBI 1, p. 121; U Hswai, JBRS 48 (2), 1965, p. 67, no. 6	1
IOB2-120/b	1
IOB2-121/a BED B 581-1; Pl. II 121a; OBI 1, p. 125	1
IOB2-121/b BED B 586-2; Pl. I 121b; OBI 1, p. 164; RDASB 1926, p. 26 and App. G, no. 12	1
IOB2-122/a BED B 587-1; Pl. II 122a; OBI 1, p. 174; RDASB 1926, App. G, no. 20 (under date CS 583/1121)	1
IOB2-122/b BED B 587-8; Pl. II 122b; OBI 1, p. 186	1
IOB2-123 BED B 587-4; Pl. II 123; OBI 1, p. 179; partly in List	1
IOB2-126/a BED B 592-1; Pl. I 126a; OBI 1, p. 212	1
IOB2-127/b BED B 597-1; Pl. II 127b; OBI 1, p. 255; RSASB 926, p. 26 and App. G, no. 13	1
IOB2-128 BED B 597-8; OBI 1, p. 265; List 229; UB 1, p. 191; picture (ArchDept) on file	1
IOB2-131/a BED B 600-4; Pl. II 131a; OBI 1, p. 318	1
IOB2-134/a; RDASB 1915 BED B 594-2; List 163; OBI 1, p. 222; A, p. 50; copies List 217; B 2, p. 796; MM 3, no. 39, p. 166; NCE List 216; B 2, p. 815; MP 1, p. 57	1
IOB2-135/a BED B 600-7; OBI 2, p. 1; RDASB 1971	1
IOB2-135/b BED B 600-7; OBI 2, p. 1; RDASB 1971	1
IOB2-137 BED B 600-7; OBI 2, p. 1; RDASB 1971	1
IOB2-140/b BED B 571-2; Pl. I 84; OBI 2, p. 3; UEM no. 42, p. 115; List 173	1
IOB2-143/b BED B 571-2; Pl. I 84; OBI 2, p. 3; UEM no. 42, p. 115; List 173	1
IOB2-153/a BED B 601-4; Pl. II 133; OBI 2, p. 6; List 1255; PPA, p. 286 (this ref. in List is incorrect !)	1
IOB2-153/b BED B 601-4; Pl. II 133; OBI 2, p. 6; List 1255; PPA, p. 286 (this ref. in List is incorrect !)	1
IOB2-154 & IOB3-340 BED B 601-4; Pl. II 133; OBI 2, p. 6; List 1255; PPA, p. 286 (this ref. in List is incorrect !)	1
IOB2-155 BED B 601-4; Pl. II 133; OBI 2, p. 6; List 1255; PPA, p. 286 (this ref. in List is incorrect !)	1
IOB2-158 BED B 607-6; Pl. II 158-159; OBI 2, p. 78-80	1
IOB2-159	1
IOB2-163 BED B 593-5; Pl. II 134a; OBI 1, p. 222; UEM no. 41, p. 113; OBI 2, p. 9	1
IOB2-166/a BED B 600-7; OBI 2, p. 1; RDASB 1971	1
IOB2-166/b BED B 600-7; OBI 2, p. 1; RDASB 1971	1
IOB2-168 BED B 600-7; OBI 2, p. 1; RDASB 1971	1
IOB2-169 BED B 600-7; OBI 2, p. 1; RDASB 1971	1
IOB2-170 BED B 600-7; OBI 2, p. 1; RDASB 1971	1
IOB2-171 BED B 600-7; OBI 2, p. 1; RDASB 1971	1
IOB2-172 BED B 600-7; OBI 2, p. 1; RDASB 1971	1
IOB2-173 BED B 604-2; Pl. II 143a+b; OBI 2, p. 33; SIP no. 27, p. 59; UEM no. 46, p. 122; List 262-263; PPA, p. 117; TN, p. 60; similar but incomplete version Pl. II 144; OBI 2, p. 137; UEM no. 46, p. 124; List 262; PPA, p. 114; TN, p. 58-60; U Min Hswe, nos. 83-4;	1
IOB2-176/a BED B 600-7; OBI 2, p. 1; RDASB 1971	1
IOB2-178 BED B 513-1; Pl. II 178; OBI 1, p. 27	1
IOB2-180 BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IOB2-183/a BED B 615-6; Pl. II 183a; OBI 2, p. 173; U Min Hswe, no. 82	1
IOB2-183/b BED B 600-7; OBI 2, p. 1; RDASB 1971	1
IOB2-188 BED B 617-3; Pl. II 188; OBI 2, p. 183	1
IOB2-189 BED B 600-7; OBI 2, p. 1; RDASB 1971	1
IOB2-190/a BED B 586-3; Pl. II 190a; OBI 1, p. 164	1
IOB2-190/b BED B 600-7; OBI 2, p. 1; RDASB 1971	1
IOB2-197 BED B 600-7; OBI 2, p. 1; RDASB 1971	1
IOB2-199 BED B 600-7; OBI 2, p. 1; RDASB 1971	1
IOB2-207 BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IOB2-208 BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
IOB2-209 BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
IOB2-210/a BED B 600-2; Pl. II 210a; OBI 1, p. 314	1
IOB2-210/b BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IOB2-212 BED B 622-8; Pl. II 211 (l. 1-28); OBI 3, p. 222; U Min Hswe, no. 46	1
IOB2-213/a BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IOB2-213/b BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IOB2-215/a BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IOB2-218/a BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
IOB2-218/b BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
IOB2-218/b BED B 628-6b; Pl. II 218b; OBI3,p.33no22ob and OBI 5, p. 110 (with date CS 878/1516)	1
IOB2-220 BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
IOB2-221 BED A; Pl. III 321; OBI 3, p. 4	1
IOB2-222/a BED B 630-1; Pl. II 222a+b; OBI 3, p. 43-45; copy List 316-317; B 2, p. 645-646	1
IOB2-222/b BED A; Pl. III 321; OBI 3, p. 4	1
IOB2-223/a BED A; Pl. III 321; OBI 3, p. 4	1
IOB3- BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
IOB3-225 BED B 631-1; Pl. II 225; OBI 3, p. 53; Frasch, “Coastal Peripheries”, p. 74	1
IOB3-228/a BED B 624-1; Pl. II 202; OBI 3, p. 5; List 308; A, p. 101; MP, p. 107	1
IOB3-232 BED B 633-2; Pl. III 232; OBI 3, p. 70; SIP no. 39, p. 95; RDASB 1926, p. 26, and app. G, no. 1	1
IOB3-242 BED B 635-3; Pl. III 242; OBI 3, p. 87	1
IOB3-245/a BED B 636-2; Pl. III 245a; OBI 3, p. 94; copy List 347; B 2, p. 927; MM 4, no. 58, p. 253	1
IOB3-251 BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
IOB3-253/b BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
IOB3-254/a BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
IOB3-258 BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
IOB3-261 BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
IOB3-262 BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
IOB3-264 BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
IOB3-280/b BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
IOB3-281/b BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
IOB3-284/a BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
IOB3-284/b BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
IOB3-294 BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
IOB3-295 BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IOB3-296 & 298/a-b; IOB3-297 BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IOB3-296, 297, 298/a; IOB3-298/b BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
IOB3-296-297-198/b; IOB3-298/a BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IOB3-296; IOB3-297/a-b BED B 600-7; OBI 2, p. 1; RDASB 1971	1
IOB3-304 BED A; Pl. III 304-305; OBI 2, p. 72-73; copy (partly): List 116; List 116; B 2, p. 621	1
IOB3-305/a	1
IOB3-306/a & IOB5-586/b/c BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
IOB3-306/b BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
IOB3-306/c BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
IOB3-306/d BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
IOB3-308 BED B 603-1; Pl. III 308-310; OBI 1, p. 143	1
IOB3-309	1
IOB3-310/a	1
IOB3-310/b	1
IOB3-311/a BED B 603-2; Pl. III 318a+b; OBI 2, p. 22	1
IOB3-311/b BED B 603-2; Pl. III 318a+b; OBI 2, p. 22	1
IOB3-312/a BED A; Pl. III 312a+b; OBI 2, p. 222-3	1
IOB3-312/b BED B 603-2; Pl. III 318a+b; OBI 2, p. 22	1
IOB3-313/a BED B 603-2; Pl. III 318a+b; OBI 2, p. 22	1
IOB3-313/b BED B 603-2; Pl. III 318a+b; OBI 2, p. 22	1
IOB3-314/a BED A; Pl. III 314a; OBI 2, p. 227	1
IOB3-314/b BED A; Pl. III 314b+c; OBI 2, p. 227	1
IOB3-314/c BED B 603-2; Pl. III 318a+b; OBI 2, p. 22	1
IOB3-315/b; IOB3-315/a BED B 603-2; Pl. III 318a+b; OBI 2, p. 22	1
IOB3-316/a BED B 600-7; OBI 2, p. 1; RDASB 1971	1
IOB3-316/b; IOB4-456/a; IOB3-312/a BED B 600-7; OBI 2, p. 1; RDASB 1971	1
IOB3-317/a & BED B 603-2; Pl. III 318a+b; OBI 2, p. 22	1
IOB3-318/a BED B 603-2; Pl. III 318a+b; OBI 2, p. 22	1
IOB3-318/b	1
IOB3-319/a BED A; Pl. III 319a-c; OBI 2, p. 230	1
IOB3-319/c; IOB3-319/c	1
IOB3-320	1
IOB3-320 BED B 600-7; OBI 2, p. 1; RDASB 1971	1
IOB3-321 BED A; Pl. III 321; OBI 3, p. 4	1
IOB3-322 BED A; Pl. III 322; OBI 2, p. 232	1
IOB3-323/a-b-c BED A; Pl. III 323a; OBI 2, p. 233	1
IOB3-323/a-b-c BED B 594-4; Pl. III 232b; OBI 2, p. 234	1
IOB3-324/a; RDASB 1960-61 BED B 564-2; Pl. III 324a; OBI 1, p. 74; RDASB 1961, p. 13	1
IOB3-324/b BED B 602-5; OBI 2, p. 21; RDASB 1963, p. 27, no. 16	1
IOB3-325 BED B 551-1; Pl. III 325; OBI 1, p. 49	1
IOB3-326 BED B 593-5; Pl. II 134a; OBI 1, p. 222; UEM no. 41, p. 113; OBI 2, p. 9	1
IOB3-328/a BED B 601-4; Pl. II 133; OBI 2, p. 6; List 1255; PPA, p. 286 (this ref. in List is incorrect !)	1
IOB3-330 BED A; Pl. III 330; OBI 2, p. 238	1
IOB3-331/a BED A; Pl. III 331a; OBI 2, p. 239	1
IOB3-335/a BED B 603-3; Pl. II 138; OBI 2, p. 24; SIP no. 26, p. 55; UEM no. 44, p. 117; List 254; PPA, p. 155; TN, p. 71; RDASB 1926, p. 26 and App. G; U Min Hswe, no. 43; OR 3475, no. 4; U Kyaw, “Bagan Minsa”, p. 195	1
IOB3-337/b BED B 603-3; Pl. II 138; OBI 2, p. 24; SIP no. 26, p. 55; UEM no. 44, p. 117; List 254; PPA, p. 155; TN, p. 71; RDASB 1926, p. 26 and App. G; U Min Hswe, no. 43; OR 3475, no. 4; U Kyaw, “Bagan Minsa”, p. 195	1
IOB3-339/a-b BED A; Pl. III 339a+b; OBI 2, p. 247 (b only)	1
IOB3-341 BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
IOB3-342/b - BED B 603-3; Pl. II 138; OBI 2, p. 24; SIP no. 26, p. 55; UEM no. 44, p. 117; List 254; PPA, p. 155; TN, p. 71; RDASB 1926, p. 26 and App. G; U Min Hswe, no. 43; OR 3475, no. 4; U Kyaw, “Bagan Minsa”, p. 195	1
IOB3-343/b/a 4- BED B 603-3; Pl. II 138; OBI 2, p. 24; SIP no. 26, p. 55; UEM no. 44, p. 117; List 254; PPA, p. 155; TN, p. 71; RDASB 1926, p. 26 and App. G; U Min Hswe, no. 43; OR 3475, no. 4; U Kyaw, “Bagan Minsa”, p. 195	1
IOB3-345/a BED B 600-7; OBI 2, p. 1; RDASB 1971	1
IOB3-345/b	1
IOB3-460/a	1
IOB4-365/a BED B 533-2; Pl. IV 365a; OBI 1, p. 342; Htupayon 2, p. 183; ARASI 1936-37, p. 114; U Nyein Maung, She-haung … Pancama-twe Nauk-hset-twe, p. 1	1
IOB4-365/c BED B 573-3; Pl. IV 365c; OBI 1, p. 96	1
IOB4-370; RDASB 1937-38 BED B 574-3; Pl. IV 370; OBI 1, p. 100	1
IOB4-371/a BED B 581-4; Pl. IV 371a; OBI 1, p. 128; List 1353 (acc. to IB)	1
IOB4-375 BED B 598-3; Pl. IV 375 + 376; OBI 1, p. 282	1
IOB4-376	1
IOB4-377/a BED B 584-3; Pl. IV 377a; OBI 1, p. 139	1
IOB4-378/a BED B 609-3; Pl. IV 378a; OBI 2, p. 87; ARASI 1936-37, p. 115	1
IOB4-378/b BED B 609-4; Pl. IV 378b; OBI 2, p. 88; ARASI 1936-7, p. 114, U Min Hswe, no. 11	1
IOB4-380 BED B 611-4; Pl. IV 380; OBI 2, p. 148; List 722; B 2, p. 722	1
IOB4-383/a BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
IOB4-383/b BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
IOB4-384 BED B 634-6; Pl. IV 384; OBI 3, p. 81	1
IOB4-385/a BED B 624-4; Pl. II 205-206; OBI 3, p. 9-11; List 307a+b; A, p. 103-105; MP 2, p. 159	1
IOB4-385/b BED B 624-4; Pl. II 205-206; OBI 3, p. 9-11; List 307a+b; A, p. 103-105; MP 2, p. 159	1
IOB4-386 BED B 637-5; Pl. IV 386 and Pl. IV 387; OBI 3, p. 360-361	1
IOB4-387/a BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
IOB4-389/a BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
IOB4-389/c BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
IOB4-396/a BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IOB4-396/b BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IOB4-397/a BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IOB4-397/b BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IOB4-399/a BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IOB4-399/b BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IOB4-399/c BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IOB4-399/c BED B 666-1a; Pl. IV 399c; OBI 2, p. 74 and OBI3,p.220	1
IOB4-399/d BED B 651-1; Pl. IV 399a; OBI 3, p. 221	1
IOB4-400/b BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IOB4-403/a BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IOB4-403/b BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
IOB4-404 BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
IOB4-405/a BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IOB4-405/b} BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IOB4-405/c} BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IOB4-407/b BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IOB4-409/b BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IOB4-411 BED B 624-6; Pl. IV 411; OBI 3, p. 283	1
IOB4-412/a BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IOB4-412/b BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IOB4-413 BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IOB4-414/a BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IOB4-414/b BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IOB4-416/a BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IOB4-416/b BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IOB4-416/c BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IOB4-419/b BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IOB4-420/b BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
IOB4-423 BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IOB4-424 BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IOB4-425/a BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IOB4-425/b BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IOB4-426 BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IOB4-427/b BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IOB4-428 BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IOB4-429 BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IOB4-430 BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IOB4-431/a BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IOB4-431/b BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IOB4-432/b BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IOB4-433/a	1
IOB4-433/b	1
IOB4-435/a BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
IOB4-435/b BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
IOB4-436/a BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
IOB4-437/b BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
IOB4-438/b BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
IOB4-439/a BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
IOB4-439/b BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
IOB4-440/a BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
IOB4-440/b BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
IOB4-440/c BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
IOB4-441/a BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
IOB4-441/b BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
IOB4-442/b BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
IOB4-444/b BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
IOB4-445/a BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
IOB4-445/b BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
IOB4-445/c BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
IOB4-446/c BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
IOB4-447 BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
IOB4-448/a BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
IOB4-448/b BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
