raw_reference_string	occurrence_count
IOB4-448/c BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
IOB4-449 BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
IOB4-450/a BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
IOB4-452/a BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
IOB4-454/a BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
IOB4-454/b BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
IOB4-458	1
IOB4-458 BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
IOB4-459/b	1
IOB4-460/b	1
IOB4-461/a	1
IOB4437/a BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
IOB5-302/c BED B 600-7; OBI 2, p. 1; RDASB 1971	1
IOB5-463 BED B 703-1; Pl. V 463; OBI 4, p. 29; List 512; B 1, p. 428	1
IOB5-465/a BED B 645-2; Pl. IV 465a (l. 1-14); OBI 4, p. 26	1
IOB5-465/b	1
IOB5-467/a	1
IOB5-467/b	1
IOB5-467/c	1
IOB5-471	1
IOB5-472	1
IOB5-473/a	1
IOB5-477/a	1
IOB5-477/b	1
IOB5-478	1
IOB5-480/c	1
IOB5-481/a BED B 635-6; Pl. V 481a; OBI 4, p. 73	1
IOB5-485/b	1
IOB5-488/a	1
IOB5-491	1
IOB5-499/c	1
IOB5-499/d	1
IOB5-514/b	1
IOB5-517/a	1
IOB5-524/a	1
IOB5-524/b	1
IOB5-530	1
IOB5-543/a BED B 675-1; Pl. V 543a; OBI 4, p. 147	1
IOB5-543/b	1
IOB5-544/a	1
IOB5-544/b	1
IOB5-547/a	1
IOB5-563/a BED B 602-4; OBI 2, p. 20; RDASB 1966; U Min Hswe, no. 7	1
IOB5-565/a BED A; Pl. V 565a; OBI 4, p. 251	1
IOB5-571/a BED A; Pl. III 321; OBI 3, p. 4	1
IOB5-571/b BED B 537-2; Pl. V 571b; OBI 1, p. 344	1
IOB5-573/a BED B 602-4; OBI 2, p. 20; RDASB 1966; U Min Hswe, no. 7	1
IOB5-573/b BED B 602-5; OBI 2, p. 21; RDASB 1963, p. 27, no. 16	1
IOB5-574/a BED B 582-4; Pl. V 574a; OBI 5, p. 111	1
IOB5-576/a BED B 602-4; OBI 2, p. 20; RDASB 1966; U Min Hswe, no. 7	1
IOB5-576/b 15 BED B 602-4; OBI 2, p. 20; RDASB 1966; U Min Hswe, no. 7	1
IOB5-577 BED B 600-7; OBI 2, p. 1; RDASB 1971	1
IOB5-577 BED B 602-1; Pl. II 136; OBI 2, p. 15; List 253; UB 1, p. 297	1
IOB5-578/b BED B 600-7; OBI 2, p. 1; RDASB 1971	1
IOB5-583 BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IOB5-584 BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IOB5-587/a BED B 624-1; Pl. II 202; OBI 3, p. 5; List 308; A, p. 101; MP, p. 107	1
IOB5-587/b	1
IOB5-588	1
IOB5-589	1
IOB5-591/a	1
IOB5-591/b	1
IOB5-593/a BED B 539-1; Pl. V 593a; OBI 4, p. 163; MP 2, p. 65	1
IOB5-593/b	1
IOB5-597/	1
IOB5-597/c	1
IOB5-597/d	1
IPPA 101-102; List 287; IOB1-102 BED B 602-1; Pl. II 136; OBI 2, p. 15; List 253; UB 1, p. 297	1
IPPA 137-138; List 533; IOB5-	1
IPPA 139; List 105; IOB1-6 BED B 541-1; Pl. I 6; OBI 1, p. 42; UEM no. 6 p. 11; List 105; PPA, p. 139; TN, p. 65; Luce/U Pe Maung Tin, BBHC 3, 1963, p. 62; Harvey, History, p. 331; Anthology 5, p. 82; U Min Hswe, no. 21	1
IPPA 159; List-1252; IOB2-129 BED B 600-9; Pl. II 129; OBI 1, p. 315; List 1252; PPA, p. 159; TN, p. 93	1
IPPA 176; List 215; IOB1--8 BED B 597-9; Pl. I 88; OBI 1, p. 270; List 215; PPA, p. 176; TN, p. 84; OR 3434 (gā: verso); U Min Hswe, no. 17	1
IPPA 181, 182; List 242; IOB1-105/a BED B 599-4; Pl. I 105a; OBI 1, p. 306; SIP no. 25, p. 52; UEM no. 36, p. 99; List 242; PPA, p. 181; MM 3, no. 44, p. 189; TN, p. 86; U Than Tun, JBRS 1978, p. 140; U Min Hswe, no. 76	1
IPPA 188-189; List 278/b; IOB2-217 BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
IPPA 286-287; List-1255; IOB2-133 BED B 601-4; Pl. II 133; OBI 2, p. 6; List 1255; PPA, p. 286 (this ref. in List is incorrect !)	1
IPPA 59, 60; List-211; IOB1-93 BED B 598-5; Pl. I 93; OBI 1, p. 287; List 211; PPA, p. 59; TN, p. 28	1
IPPA 61, 62; List-206; IOB1-103 BED B 600-8; Pl. I 103-104; OBI 1, p. 311; List 206/List 220; PPA, p. 61; TN, p. 29	1
IPPA 63; List-220; IOB1-104	1
IPPA 78-79-80-81-82	1
IPPA 83-84-85-86	1
IPPA-103-104; List-269; IOB2-152 BED B 601-4; Pl. II 133; OBI 2, p. 6; List 1255; PPA, p. 286 (this ref. in List is incorrect !)	1
IPPA-105; List-292; IOB2-185 BED B 617-1; Pl. II 185; OBI 2, p. 179; UEM no. 63, p. 183; List 292; PPA, p. 105; TN, p. 54	1
IPPA-106; List-296; IOB-192 BED B 600-7; OBI 2, p. 1; RDASB 1971	1
IPPA-107; List-408; IOB3-290/b BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
IPPA-109, 111; List-273/a; IOB1-31 BED B 593-1; Pl. I 31; OBI 1, p. 83; SIP no. 15, p. 26; UEM no. 15, p. 29; List 273(a); PPA, p. 109; TN, p. 56; copies: List 212; B 2, p. 846; MM 3, no. 37-38, p. 155-160; another copy MM 3, no. 25, p. 107; and MM 4, no. 47, p. 214 (said to come from Sagaing); Ray, Theravada Buddhism, p. 164, Frasch, ‘King Nadaungmya's Great Gift’, p. xx; U Min Hswe, no. 24	1
IPPA-112-113; List-273/b; IOB2-160/a BED B 609-1; Pl. II 160a; OBI 2, p. 85; UEM no. 54, p. 150; List 273(b); PPA, p. 112; TN, p. 57	1
IPPA-114, 116; List-262; IOB2-144 BED B 571-2; Pl. I 84; OBI 2, p. 3; UEM no. 42, p. 115; List 173	1
IPPA-117-118; List-263,; IOB2-143/a BED B 571-2; Pl. I 84; OBI 2, p. 3; UEM no. 42, p. 115; List 173	1
IPPA-119-120; List-260; IOB2-147/ BED B 601-2; Pl. II 132b; OBI 2, p. 4; List 249; A, p. 75; copy List 918; B 2, p. 665 (first part)	1
IPPA-123; List-393; IOB3-283 BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
IPPA-12; List-368,; IOB2-139 BED B 603-5; Pl. II 139; OBI 2, p. 29; UEM no. 43, p. 116; List 368; PPA, p. 12; TN, p. 3; OR 6452 B (1), no. 1	1
IPPA-141; List-81/a; IOB1-4 BED B 527-1; Pl. I 4-5; OBI 1, p. 29; SIP no. 8, p. 13; UEM no. 5, p. 9; List 81a+b; PPA, p. 141-2; TN, p. 66; Luce/ U Pe Maung Tin, BBHC 1 (2); 1960, p. 241	1
IPPA-143; List-81/b; IOB1-5; IOB1-47	1
IPPA-147-148; List-290; IOB2-182/a BED B 615-4; Pl. II 182a; OBI 2, p. 170; UEM no. 61, p. 179; List 290; PPA, p. 147; TN, p. 68; OR 3434 fol. ghā verso (with further dates)	1
IPPA-149; List-179; IOB1-41 BED B 578-1; Pl. I 41; OBI 1, p. 111; UEM no. 20, p. 179; List 179; PPA, p. 149; TN, p. 69; List 78; B 2, p. 788; MM 3, no. 31, p. 133; OR 3475, no. 5	1
IPPA-150; List-183; IOB-47 BED B 582-2; Pl. I 47; OBI 1, p. 133; List 183; PPA, p. 150; OR 3475, no. 6 (with date CS 581/1219)	1
IPPA-151; List-123/a; IOB1-10/a BED B 552-1; Pl. I 10a+b; OBI 1, p. 50; SIP no. 11, p. 19; UEM no. 8, p. 13; List 123a +b; PPA, p. 151; TN, p. 70; Duroiselle, JBRS 6.2, 1916, p. 88; Luce/U Pe Maung Tin, BBHC 3, 1963, p. 80; Anthology 5, p. 84; U Min Hswe, no. 20	1
IPPA-153, 154; List-123/b; IOB1-10/b	1
IPPA-155-157; List-254,; IOB2-138 BED B 603-3; Pl. II 138; OBI 2, p. 24; SIP no. 26, p. 55; UEM no. 44, p. 117; List 254; PPA, p. 155; TN, p. 71; RDASB 1926, p. 26 and App. G; U Min Hswe, no. 43; OR 3475, no. 4; U Kyaw, “Bagan Minsa”, p. 195	1
IPPA-159; List-66/a; IOB1-1 BED B 493-1; Pl. I 1+2; OBI 1, p. 11; List 66 a+b; PPA, p. 159; TN, p. 73; Luce/U Pe Maung Tin, JBRS 10 (2), 1920, p. 67-74 (and corrected date in JBRS 22 (3), 1932, p. 151), Luce/U Pe Maung Tin, BBHC 1 (1), 1960, p. 1-28; Ray, Theravada Buddhism, p. 108; OR 3475, no. 18	1
IPPA-15; List 710	1
IPPA-162; List-66/b; IOB1-2	1
IPPA-165; List-120; IOB1-3 BED B 550-1; Pl. I 13; OBI 1, p. 48; UEM no. 7, p. 12; List 120; PPA, p. 165; TN, p. 79; Luce/U Pe Maung Tin, BBHC 3, 1963, p. 96	1
IPPA-166; List-144; IOB1-14 BED B 558-1; Pl. I 14; OBI 1, p. 56; List 144; PPA, p. 166; TN, p. 80; Luce/U Pe Maung Tin, BBHC 3, 1963, p. 96	1
IPPA-167; List-165-27 BED B 566-2; Pl. I 27; OBI 1, p. 75; List 165; PPA, p. 167; TN, p. 80	1
IPPA-168; List-172; IOB1-32 BED B 570-1; Pl. I 32-33; OBI 1, p. 86; List 172; PPA, p. 168; TN, p. 80	1
IPPA-169; List-175; IOB1-37 BED 574-2; Pl. I 37-38a; OBI 1, p. 99; UEM no. 18, p. 36; List 175; PPA, p. 169; TN, p. 81	1
IPPA-170; List-176; IOB1-39 BED B 575-1; Pl. I 39-40; OBI 1, p. 102; UEM no. 19, p. 38; List 176; PPA, p. 170; TN, p. 81; copy MM 3, no. 30, p. 131; U Min Hswe, no. 70	1
IPPA-172-173; List-205; IOB1-62 BED B 591-7; Pl. I 62; OBI 1, p. 211; List 205; PPA, p. 172; TN, p. 82; U Min Hswe, no. 57	1
IPPA-174-175; List-214; IOB2-157 BED B 607-2; Pl. II 157; OBI 2, p. 76; List 214; PPA, p. 174; TN, p. 83	1
IPPA-179; List-241; IOB1-101 BED B 599-3; Pl. I 101; OBI 1, p. 305; List 241; PPA, p. 179; TN, p. 85; U Min Hswe, no. 6	1
IPPA-17; List-224; IOB1-71 BED B 595-6; Pl. I 71-72; OBI 1, p. 249; List 224; PPA, p. 17; TN, p. 6	1
IPPA-183; List-247; IOB2-131/b BED B 600-5; Pl. II 131b; OBI 1, p. 319; List 247; PPA, p. 183; TN, p. 87; U Min Hswe, no. 44	1
IPPA-184, 185; List-259; IOB2-145 BED B 604-3; Pl. II 145; OBI 2, p. 41; SIP no. 28, p. 63; UEM no. 47, p. 129; List 259; PPA, p. 184; TN, p. 88; U Min Hswe, no. 34	1
IPPA-186; List-272; IOB2160/b BED B 609-5; Pl. II 160b; OBI 2, p. 89; List 272; PPA, p. 186; TN, p. 89; U Min Hswe, no. 12	1
IPPA-187; List-278/a; IOB2-161/b BED B 593-5; Pl. II 134a; OBI 1, p. 222; UEM no. 41, p. 113; OBI 2, p. 9	1
IPPA-18; List-145/a; IOB1-15	1
IPPA-190; List-295; IOB2-191/a BED B 620-1; Pl. II 191a; OBI 2, p. 190; List 295; PPA, p. 190; TN, p. 91, U Min Hswe, no. 63	1
IPPA-191; List-302; IOB2-195/b BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
IPPA-192; List-1251; IOB1-59 BED B 561-1 & B 509-2; Pl. I 59; OBI 1, p. 22; List 1251; PPA, p. 192; TN, p. 92	1
IPPA-193; List-349; IOB3-244 BED B 624-4; Pl. II 205-206; OBI 3, p. 9-11; List 307a+b; A, p. 103-105; MP 2, p. 159	1
IPPA-201; List-1254; IOB3-270 BED B 614-4; Pl. III 270; OBI 2, p. 217; List 1254; PPA, p. 201; TN, p. 96; U Min Hswe, no. 62	1
IPPA-203; List-51; IOB4-364/a; EB Vol.1 n°1 BED B 474-1; Pl. IV 364a+b; OBI 1, p. 4 and OBI1,p.1; UEM no. 3, p. 3; EB 1 (1), 1919, p. 1; List 51+52; TN, p. 97; Ray, Theravada Buddhism, p. 106; Anthology 5, p. 81; Blagden, JRAS 1909, p. 10; U Pe Maung Tin, The Myazedi Inscription, in Nava-rat Kui:-svay, Rangoon 1966, p. 23-33; U Tha Myat, The Pali Version of the Myazedi Inscription, Rangoon 1958; U Tin Lwin, Rajakumar's Inscription in Pali, in Takkasuil ... (repr. Yangon 1989); The Myazedi Inscription in Four Languages, ed. by the Cultural Institute, Rangoon 1960, Harvey, History of Myanmar, p. 43-44	1
IPPA-207; List-51; IOB4-361/a; EB Vol.1, n°1	1
IPPA-209, 211; List-52; IOB4-361/b; EB Vol.1, n°1	1
IPPA-209; List 52; IOB4-364/b; EB Vol.1, n°1 BED B 474-1; Pl. IV 364a+b; OBI 1, p. 1 and OBI1,p.4; UEM no. 3, p. 3; EB 1 (1), 1919, p. 1; List 51+52; TN, p. 97; Ray, Theravada Buddhism, p. 106; Anthology 5, p. 81; Blagden, JRAS 1909, p. 10; U Pe Maung Tin, The Myazedi Inscription, in Nava-rat Kui:-svay, Rangoon 1966, p. 23-33; U Tha Myat, The Pali Version of the Myazedi Inscription, Rangoon 1958; U Tin Lwin, Rajakumar's Inscription in Pali, in Takkasuil ... (repr. Yangon 1989); The Myazedi Inscription in Four Languages, ed. by the Cultural Institute, Rangoon 1960, Harvey, History of Myanmar, p. 43-44	1
IPPA-20; List 145/b; IOB1-16	1
IPPA-212-213,; List-185,; IOB1-63/a-b BED A; Pl. I 63; OBI 1, p. 129; UEM no. 26, p. 49; List 185; PPA, p. 212; TN, p. 98	1
IPPA-215; List-209; IOB1-65/a BED B 592-4; Pl. I 65a+b; OBI 1, p. 215; List 209; PPA, p. 216; TN, p. 99	1
IPPA-217, 218; List-121; IOB1-74 BED B 585-5; Pl. I 74; OBI 1, p. 156; UEM no. 31, p. 65; List 121; PPA, p. 217; TN, p. 100	1
IPPA-219-220; List-196; IOB1-75/a BED B 587-3; Pl. I 75a; OBI 1, p. 176; UEM no. 33, p. 69; List 196; PPA, p. 219; TN, p. 101	1
IPPA-21; List-145/c; IOB1-72	1
IPPA-221; List-186; IOB1-76	1
IPPA-224-226; List 190; IOB1-73 BED B 585-4; Ref.: Pl. I 73; OBI 1, p. 151; SIP no. 19, p. 35; UEM no. 31, p. 58; List 190; PPA, p. 224; TN, p. 103; U Than Tun, Religious Buildings, JBRS 1959, p. 74-5; Luce, Myanmar's Debt, JBRS 1932, p. 125; Strachan, Pagan, p. 127-8; U Than Tun, Buddhism, JBRS 1978, p. 130-3; Anthology 5, p. 85; Lubeigt, Pagan, p. 339; Hla Thamein, Bagan-hket, p. 113	1
IPPA-227, 228; List-193; IOB1-75/b BED B 586-1; Pl. I 75a; OBI 1, p. 161; UEM no. 31, p. 72; List 193; PPA, p. 227	1
IPPA-229, 230; List-197; IOB1-77	1
IPPA-231, 232; List-199; IOB1 78/a	1
IPPA-234; List-204; IOB183 BED B 591-5; Pl. I 83; OBI 1, p. 208; UEM no. 25, p. 48; List 204; PPA, p. 234; List 486; B 2 p. 747; TN, p. 107	1
IPPA-235; List-222; IOB1-68 BED B 595-1; Pl. I 68; OBI 1, p. 240; UEM no. 29, p. 54; List 222; PPA, p. 235; TN, p. 107	1
IPPA-237, 238; List-223; IOB1-79/b BED B 595-4; Pl. I 79a; OBI 1, p. 245; UEM no. 31, p. 86; Pl. I 79b; OBI 1, p. 246; UEM no. 31, p. 88; List 233; PPA, p. 237; TN, p. 108	1
IPPA-239; List 246; IOB2-132/a BED B 600-6; Pl. II 132a; OBI 1, p. 320; UEM no. 40, p. 112; List 246; PPA p. 239; TN, p. 109	1
IPPA-243-245; List-270; IOB2-162 BED B 610-2; Pl. II 162-163; OBI 2, p. 93; SIP no. 29, p. 66; UEM no. 56, p. 153; List 270a+b; PPA, p. 243; TN, p. 111	1
IPPA-246-248; List-276/a; IOB2-164 BED B 593-5; Pl. II 134a; OBI 1, p. 222; UEM no. 41, p. 113; OBI 2, p. 9	1
IPPA-253-254; List-407; IOB3-291 BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
IPPA-257; List-344/b; IOB3-240 BED B 624-2; Pl. II 203; OBI 3, p. 7; List 305; UB 1, p. 300	1
IPPA-260; List-384/b; IOB3-273 BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
IPPA-264; List-325; IOB3-234 BED B 624-1; Pl. II 202; OBI 3, p. 5; List 308; A, p. 101; MP, p. 107	1
IPPA-266; List-311; IOB2-216 BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IPPA-269; List 323; IOB2-223/b BED A; Pl. III 321; OBI 3, p. 4	1
IPPA-270-271; List-383/a; IOB3-274 BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
IPPA-274-276; List-334; IOB3-235 BED B 634-1; Pl. III 235; OBI 3, p. 74; SIP no. 40, p. 101; List 334; PPA, p. 274; TN, p. 126	1
IPPA-277; List-345; IOB3-243 BED B 624-3; Pl. II 204a+b; OBI 3, p. 8; List 306; UB 2, p. 203; (not in U Min Hswe)	1
IPPA-278; List-352; IOB3-247 BED B 624-4; Pl. II 205-206; OBI 3, p. 9-11; List 307a+b; A, p. 103-105; MP 2, p. 159	1
IPPA-280; List-359; IOB3-254/b BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
IPPA-281; List-369; IOB3-268 BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
IPPA-283; List-374; IOB4-421/a BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
IPPA-284; List-394; IOB3-282 BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
IPPA-293; List-417; IOB4-395 BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IPPA-294; List-276/b; IOB2-165/a BED B 600-7; OBI 2, p. 1; RDASB 1971	1
IPPA-295; List-351; IOB3-246 BED B 623-2 & B 636-3; Pl. III 246; OBI 3, p. 95; List 351; PPA, p. 295; TN, p. 136; copies List 402 (second inscr.); B 2, p. 819 (dated CS 636/ 1274) and List 453 (second inscr.); B 2, p. 827 (dated CS 676/1314); MM 4, no. 40, p. 1186 (third inscr.)	1
IPPA-300-1-2; List-409/b; IOB4-391	1
IPPA-303, 4-5; List-701/a; IOB4-392	1
IPPA-311-312; List-488; IOB4-451 BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
IPPA-313-314; List-329; IOB3-228/b BED B 632-1; Pl. II 228b; OBI 3, p. 65; SIP no. 42, p. 110; List 329; PPA, p. 313; TN, p. 144	1
IPPA-320; List-507; IOB4-456/a	1
IPPA-341; List-599; IOB5-525/b	1
IPPA-55; List-90; IOB2-198 BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IPPA-57; List-102; IOB1-50 -b; IOB-1-51. BED B 572; Pl. I 50; OBI 1, p. 91; UEM no. 21, p. 41; List 122; PPA, p. 57; TN, p. 27; U Min Hswe, no. 4	1
IPPA-58; List-191; IOB1-51 BED B 585-3; Pl. I 51; OBI 1, p. 142; UEM no. 21, p. 43; List 191; PPA, p. 98; TN, p. 28; U Min Hswe, no. 3	1
IPPA-64; List-387; IOB3-276/a BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
IPPA-87-88	1
IPPA-89-90	1
IPPA-96-97; List-350; IOB3-248 BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
IPPA-98; List-333; IOB3-231/b BED B 633-1; Pl. III 231b; OBI 3, p. 68; SIP no. 30, p. 70; List 333; PPA, p. 98; TN, p. 51; U Min Hswe, no. 14	1
IPPA-99-100; List-237; IOB1-94/a BED B 598-4; Pl. I 94a+b; OBI 1, p. 291; List 237; PPA, p. 99; TN, p. 52	1
IPPA-9; List-283; IOB2-176/b BED B 602-1; Pl. II 136; OBI 2, p. 15; List 253; UB 1, p. 297	1
IPPA; IPPA-297-8-9; List-409/a; IOB4-390	1
IPPA; List-210; IOB1-65/b	1
IUB1 175; List-173; IOB1-84 BED B 571-2; Pl. I 84; OBI 2, p. 3; UEM no. 42, p. 115; List 173	1
IUB1-103; List-943	1
IUB1-106-2-3	1
IUB1-120; List-958	1
IUB1-123	1
IUB1-125,; List-982,; BM1-245	1
IUB1-126-1002	1
IUB1-13-14; List-477; IOB4-436/b BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
IUB1-146; List-1294	1
IUB1-149; List-1297; IOB5-547/b	1
IUB1-168; List-24,; IOB2-195/a BED B 622-3; Pl. II 195a; OBI 2, p. 202; List 24; UB 1, p. 202	1
IUB1-173; List-97 BED B 547-2; List 97; OBI 1, p. 352; SIP no. 9, p. 16; UB 1, p. 173; U Min Hswe, no. 28	1
IUB1-174; List-161; IOB1-24 BED B 564-1; Pl. I 24; OBI 1, p. 73; SIP no. 14, p. 25; List 161; UB 1, p. 147; Anthology 1, p. 39; U Min Hswe, no. 67	1
IUB1-176; List-174/a; IOB-34 BED B 573-2; Pl. I 34-35; OBI 1, p. 93; SIP no. 16, p. 29; UEM no. 16, p. 33; List 174a+b; UB 1, p. 176; U Min Hswe, no. 59	1
IUB1-177; List-174/b; IOB1-35	1
IUB1-181; List-465/a; IOB1-54 587 BED B 586-10; Pl. I 54; OBI 1, p. 173 and 184; UEM no. 22, p. 44; List 465a; UB 1, p. 181; RDASB 1938	1
IUB1-183; List 203; IOB1-60/b	1
IUB1-186; List-219; IOB2-174 BED B 600-7; OBI 2, p. 1; RDASB 1971	1
IUB1-189; List-282; IOB2-175 BED B 600-7; OBI 2, p. 1; RDASB 1971	1
IUB1-191, 192 BED B 597-8; OBI 1, p. 265; List 229; UB 1, p. 191; picture (ArchDept) on file	1
IUB1-193-194; List-289; IOB2-181 BED B 600-7; OBI 2, p. 1; RDASB 1971	1
IUB1-195-196; List-235/a; IOB1-96 BED B 598-9; Pl. I 96-97; OBI 1, p. 298; SIP no. 24, p. 49; UEM no. 35, p. 95; List 235a+b; UB 1, p. 195; U Than Tun, JBRS 1959, p. 77-79; U Than Tun, JBRS 1976, p. 135-7, Luce, ELEB, JBRS 1940, p. 327-8; U Min Hswe, no. 77	1
IUB1-197; List 235/b; IOB1-97	1
IUB1-198, 199; List-236/a; IOB1-91 n°48 BED B 598-2; Pl. I 91+92; OBI 1, p. 278; List 236a+b; UB 1, p. 198; U Min Hswe, no. 49	1
IUB1-200; List-236/b; IOB1-92	1
IUB1-201-202; List-245; IOB2-130 BED B 600-3; Pl. II 130; OBI 1, p. 316: U Min Hswe, no. 81	1
IUB1-203; List 267; IOB2-182/b; IUB1- BED B 600-7; OBI 2, p. 1; RDASB 1971	1
IUB1-204; List-281; IOB2-191/b BED B 600-7; OBI 2, p. 1; RDASB 1971	1
IUB1-205,; List-313,; IOB2 214/b BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IUB1-206; List-291; IOB2-187 BED B 616-4; Pl. II 187; OBI 2, p. 176; List 291; UB 1, p. 206	1
IUB1-207; List-364; IOB3-260 BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
IUB1-209-211; List-332/a; IOB2-194 BED B 600-7; OBI 2, p. 1; RDASB 1971	1
IUB1-212; List-332/b; IOB3-233	1
IUB1-212; List-332/b; IOB3-233 BED B 633-3; Pl. III 233; OBI 3, p. 72; List 332b; UB 1, p. 212	1
IUB1-213; List-354/a; IOB3-249 BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
IUB1-216; List-354/b; IOB3-250 BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
IUB1-219-220; List-330; IOB3-229 BED B 632-2; Pl. III 229; OBI 3, p. 66; List 330; UB 1, p. 219, U Min Hswe, no. 71	1
IUB1-222-223; List 314/a; IOB2-219/a BED B 629-1; Pl. II 217 and Pl. II 218a; OBI 3, p. 35; List 278b (?); Pl. II 219 a+b; OBI 3, p. 37; SIP no. 34, p. 83; List 314a+b; UB 1, p. 222-4; U Min Hswe, no. 19; Myaketu, Nandhale Hmattan, p. 29-30	1
IUB1-224; List 314/b; IOB2-219/b BED B 623-1; Pl. II 201b; OBI 3, p. 3; List 255; A, p. 79	1
IUB1-225 & 304; List-357/a & 358/a; IOB3-252 BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
IUB1-226 & 305; List-357/b & 358/b; IOB3-253/a BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
IUB1-227-228; List-389; IOB3-227 BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
IUB1-253-254; List-1299/a; IOB1-25 BED A; Pl. I 25; OBI 2, p. 165; List 1299a	1
IUB1-255; List-1299/b; IOB1-26 BED B 600-7; OBI 2, p. 1; RDASB 1971	1
IUB1-257; List 154/a; IOB1-19/a, BED B 560-1; Pl. I 19-20; OBI 1, p. 65; UEM no. 11, p. 19; List 154a+b; UB 1, p. 257; Luce/U Pe Maung Tin, BBHC 3, 1963, p. 118; U Tin Htway, “First Burmese Royal Inscription”	1
IUB1-258; List-154/b; IOB1-20/a,	1
IUB1-269; List-379; IOB4-417 BED B 622-6; Pl. II 198; OBI 3, p. 2; List 90; PPA, p. 55; TN, p. 26; U Min Hswe, no. 51	1
IUB1-271; List-405; IOB3-299 BED B 622-4; Pl. II 195b; OBI 3, p. 1; List 302; PPA, p. 191; TN, p. 91; U Min Hswe, no. 18	1
IUB1-287; List-80; IOB1-12 BED B 554-1; Pl. I 12; OBI 1, p. 55; UEM no. 9, p. 16; List 80; UB1, p. 287; Luce/U Pe Maung Tin, BBHC 3, 1963, p. 91	1
IUB1-288; List-171; IOB2-125/b BED B 580-1; Pl. II 125b; OBI 1, p. 124; List 171; UB 1, p. 288	1
