record_id	source_deposit	raw_reference_string
obi-v01-n0160-ob-p0267	zenodo_4321314	Pl. I 90
obi-v01-n0160-ob-p0267	zenodo_4321314	OBI 1, p. 267
obi-v01-n0160-ob-p0267	zenodo_4321314	SIP no. 22, p. 45
obi-v01-n0160-ob-p0267	zenodo_4321314	List 230
obi-v01-n0160-ob-p0267	zenodo_4321314	UB 1, p. 178
obi-v01-n0160-ob-p0267	zenodo_4321314	in situ
obi-v01-n0161-ob-p0270	zenodo_4321314	IPPA 176
obi-v01-n0161-ob-p0270	zenodo_4321314	List 215
obi-v01-n0161-ob-p0270	zenodo_4321314	IOB1--8 BED B 597-9
obi-v01-n0161-ob-p0270	zenodo_4321314	Pl. I 88
obi-v01-n0161-ob-p0270	zenodo_4321314	OBI 1, p. 270
obi-v01-n0161-ob-p0270	zenodo_4321314	List 215
obi-v01-n0161-ob-p0270	zenodo_4321314	PPA, p. 176
obi-v01-n0161-ob-p0270	zenodo_4321314	TN, p. 84
obi-v01-n0161-ob-p0270	zenodo_4321314	OR 3434 (gā: verso)
obi-v01-n0161-ob-p0270	zenodo_4321314	U Min Hswe, no. 17
obi-v01-n0162-tx-p0272	zenodo_4321314	IOB1-100/a BED B 597-10
obi-v01-n0162-tx-p0272	zenodo_4321314	Pl. I 100a
obi-v01-n0162-tx-p0272	zenodo_4321314	OBI 1, p. 272
obi-v01-n0162-tx-p0272	zenodo_4321314	UEM, no. 37, p. 105
obi-v01-n0162-tx-p0272	zenodo_4321314	List 479
obi-v01-n0162-tx-p0272	zenodo_4321314	PPA, p. 310
obi-v01-n0162-tx-p0272	zenodo_4321314	TN, p. 143
obi-v01-n0163-re-p0273	zenodo_4321314	BED B 597-11
obi-v01-n0163-re-p0273	zenodo_4321314	OBI 1, p. 273 (not listed ?!)
obi-v01-n0163-re-p0273	zenodo_4321314	copy List 486
obi-v01-n0163-re-p0273	zenodo_4321314	B 2, p. 747
obi-v01-n0164-ob-p0274	zenodo_4321314	1963,
obi-v01-n0164-ob-p0274	zenodo_4321314	RDASB 1964
obi-v01-n0165-re-p0275	zenodo_4321314	IUB1-294
obi-v01-n0165-re-p0275	zenodo_4321314	List-227
obi-v01-n0165-re-p0275	zenodo_4321314	IOB1-89
obi-v01-n0166-ob-p0278	zenodo_4321314	IUB1-198, 199
obi-v01-n0166-ob-p0278	zenodo_4321314	List-236/a
obi-v01-n0166-ob-p0278	zenodo_4321314	IOB1-91 n°48 BED B 598-2
obi-v01-n0166-ob-p0278	zenodo_4321314	Pl. I 91+92
obi-v01-n0166-ob-p0278	zenodo_4321314	OBI 1, p. 278
obi-v01-n0166-ob-p0278	zenodo_4321314	List 236a+b
obi-v01-n0166-ob-p0278	zenodo_4321314	UB 1, p. 198
obi-v01-n0166-ob-p0278	zenodo_4321314	U Min Hswe, no. 49
obi-v01-n0166-re-p0281	zenodo_4321314	IUB1-200
obi-v01-n0166-re-p0281	zenodo_4321314	List-236/b
obi-v01-n0166-re-p0281	zenodo_4321314	IOB1-92
obi-v01-n0167-ob-p0282	zenodo_4321314	IOB4-375 BED B 598-3
obi-v01-n0167-ob-p0282	zenodo_4321314	Pl. IV 375 + 376
obi-v01-n0167-ob-p0282	zenodo_4321314	OBI 1, p. 282
obi-v01-n0168-re-p0284	zenodo_4321314	IOB4-376
obi-v01-n0169-ob-p0287	zenodo_4321314	IPPA 59, 60
obi-v01-n0169-ob-p0287	zenodo_4321314	List-211
obi-v01-n0169-ob-p0287	zenodo_4321314	IOB1-93 BED B 598-5
obi-v01-n0169-ob-p0287	zenodo_4321314	Pl. I 93
obi-v01-n0169-ob-p0287	zenodo_4321314	OBI 1, p. 287
obi-v01-n0169-ob-p0287	zenodo_4321314	List 211
obi-v01-n0169-ob-p0287	zenodo_4321314	PPA, p. 59
obi-v01-n0169-ob-p0287	zenodo_4321314	TN, p. 28
obi-v01-n0170-ob-p0289	zenodo_4321314	BED B 598-6a
obi-v01-n0170-ob-p0289	zenodo_4321314	OBI 1, p. 289
obi-v01-n0170-ob-p0289	zenodo_4321314	Luce J 2667
obi-v01-n0170-ob-p0289	zenodo_4321314	RDASB 1954
obi-v01-n0170-re-p0289	zenodo_4321314	RDASB 1953-54 BED B 598-6b
obi-v01-n0170-re-p0289	zenodo_4321314	OBI 1, p. 289
obi-v01-n0170-re-p0289	zenodo_4321314	Luce J 2667
obi-v01-n0170-re-p0289	zenodo_4321314	RDASB 1954
obi-v01-n0171-ob-p0290	zenodo_4321314	IOB1-109/a BED B 598-7
obi-v01-n0171-ob-p0290	zenodo_4321314	Pl. I 109a
obi-v01-n0171-ob-p0290	zenodo_4321314	OBI 1, p. 290
obi-v01-n0171-ob-p0290	zenodo_4321314	List ???
obi-v01-n0172-ob-p0291	zenodo_4321314	IPPA-99-100
obi-v01-n0172-ob-p0291	zenodo_4321314	List-237
obi-v01-n0172-ob-p0291	zenodo_4321314	IOB1-94/a BED B 598-4
obi-v01-n0172-ob-p0291	zenodo_4321314	Pl. I 94a+b
obi-v01-n0172-ob-p0291	zenodo_4321314	OBI 1, p. 291
obi-v01-n0172-ob-p0291	zenodo_4321314	List 237
obi-v01-n0172-ob-p0291	zenodo_4321314	PPA, p. 99
obi-v01-n0172-ob-p0291	zenodo_4321314	TN, p. 52
obi-v01-n0172-re-p0294	zenodo_4321314	IOB1-94/b
obi-v01-n0173-ob-p0298	zenodo_4321314	BA-68
obi-v01-n0173-ob-p0298	zenodo_4321314	List 238
obi-v01-n0173-ob-p0298	zenodo_4321314	IOB1-95/a BED B 598-8
obi-v01-n0173-ob-p0298	zenodo_4321314	Pl. I 95a
obi-v01-n0173-ob-p0298	zenodo_4321314	OBI 1, p. 298
obi-v01-n0173-ob-p0298	zenodo_4321314	List 238
obi-v01-n0173-ob-p0298	zenodo_4321314	A p. 68
obi-v01-n0174-ob-p0298	zenodo_4321314	IUB1-195-196
obi-v01-n0174-ob-p0298	zenodo_4321314	List-235/a
obi-v01-n0174-ob-p0298	zenodo_4321314	IOB1-96 BED B 598-9
obi-v01-n0174-ob-p0298	zenodo_4321314	Pl. I 96-97
obi-v01-n0174-ob-p0298	zenodo_4321314	OBI 1, p. 298
obi-v01-n0174-ob-p0298	zenodo_4321314	SIP no. 24, p. 49
obi-v01-n0174-ob-p0298	zenodo_4321314	UEM no. 35, p. 95
obi-v01-n0174-ob-p0298	zenodo_4321314	List 235a+b
obi-v01-n0174-ob-p0298	zenodo_4321314	UB 1, p. 195
obi-v01-n0174-ob-p0298	zenodo_4321314	U Than Tun, JBRS 1959, p. 77-79
obi-v01-n0174-ob-p0298	zenodo_4321314	U Than Tun, JBRS 1976, p. 135-7, Luce, ELEB, JBRS 1940, p. 327-8
obi-v01-n0174-ob-p0298	zenodo_4321314	U Min Hswe, no. 77
obi-v01-n0174-re-p0300	zenodo_4321314	IUB1-197
obi-v01-n0174-re-p0300	zenodo_4321314	List 235/b
obi-v01-n0174-re-p0300	zenodo_4321314	IOB1-97
obi-v01-n0175-ob-p0302	zenodo_4321314	BA-70
obi-v01-n0175-ob-p0302	zenodo_4321314	List 243
obi-v01-n0175-ob-p0302	zenodo_4321314	IOB1-55/b BED B 599-1
obi-v01-n0175-ob-p0302	zenodo_4321314	Pl. I 55b
obi-v01-n0175-ob-p0302	zenodo_4321314	OBI 1, p. 302
obi-v01-n0175-ob-p0302	zenodo_4321314	List 243
obi-v01-n0175-ob-p0302	zenodo_4321314	A, p. 70
obi-v01-n0176-tx-p0302	zenodo_4321314	IOB1-100/b BED B 599-2
obi-v01-n0176-tx-p0302	zenodo_4321314	Pl. I 100b
obi-v01-n0176-tx-p0302	zenodo_4321314	OBI 1, p. 302
obi-v01-n0176-tx-p0302	zenodo_4321314	UEM no. 37, p. 106
obi-v01-n0176-tx-p0302	zenodo_4321314	List 479
obi-v01-n0176-tx-p0302	zenodo_4321314	PPA, p. 310
obi-v01-n0176-tx-p0302	zenodo_4321314	TN, p. 143
obi-v01-n0177-ob-p0304	zenodo_4321314	RDASB 1960-61 BED A
obi-v01-n0177-ob-p0304	zenodo_4321314	OBI 1, p. 304
obi-v01-n0177-ob-p0304	zenodo_4321314	RDASB 1961, p. 145
obi-v01-n0177-ob-p0304	zenodo_4321314	U Hswai, JBRS 48 (2), 1965, p. 67, no. 9
obi-v01-n0178-tx-p0305	zenodo_4321314	IPPA-179
obi-v01-n0178-tx-p0305	zenodo_4321314	List-241
obi-v01-n0178-tx-p0305	zenodo_4321314	IOB1-101 BED B 599-3
obi-v01-n0178-tx-p0305	zenodo_4321314	Pl. I 101
obi-v01-n0178-tx-p0305	zenodo_4321314	OBI 1, p. 305
obi-v01-n0178-tx-p0305	zenodo_4321314	List 241
obi-v01-n0178-tx-p0305	zenodo_4321314	PPA, p. 179
obi-v01-n0178-tx-p0305	zenodo_4321314	TN, p. 85
obi-v01-n0178-tx-p0305	zenodo_4321314	U Min Hswe, no. 6
obi-v01-n0179-tx-p0306	zenodo_4321314	IPPA 181, 182
obi-v01-n0179-tx-p0306	zenodo_4321314	List 242
obi-v01-n0179-tx-p0306	zenodo_4321314	IOB1-105/a BED B 599-4
obi-v01-n0179-tx-p0306	zenodo_4321314	Pl. I 105a
obi-v01-n0179-tx-p0306	zenodo_4321314	OBI 1, p. 306
obi-v01-n0179-tx-p0306	zenodo_4321314	SIP no. 25, p. 52
obi-v01-n0179-tx-p0306	zenodo_4321314	UEM no. 36, p. 99
obi-v01-n0179-tx-p0306	zenodo_4321314	List 242
obi-v01-n0179-tx-p0306	zenodo_4321314	PPA, p. 181
obi-v01-n0179-tx-p0306	zenodo_4321314	MM 3, no. 44, p. 189
obi-v01-n0179-tx-p0306	zenodo_4321314	TN, p. 86
obi-v01-n0179-tx-p0306	zenodo_4321314	U Than Tun, JBRS 1978, p. 140
obi-v01-n0179-tx-p0306	zenodo_4321314	U Min Hswe, no. 76
obi-v01-n0180-ob-p0309	zenodo_4321314	BA 69
obi-v01-n0180-ob-p0309	zenodo_4321314	List 244
obi-v01-n0181-ob-p0311	zenodo_4321314	IPPA 61, 62
obi-v01-n0181-ob-p0311	zenodo_4321314	List-206
obi-v01-n0181-ob-p0311	zenodo_4321314	IOB1-103 BED B 600-8
obi-v01-n0181-ob-p0311	zenodo_4321314	Pl. I 103-104
obi-v01-n0181-ob-p0311	zenodo_4321314	OBI 1, p. 311
obi-v01-n0181-ob-p0311	zenodo_4321314	List 206/List 220
obi-v01-n0181-ob-p0311	zenodo_4321314	PPA, p. 61
obi-v01-n0181-ob-p0311	zenodo_4321314	TN, p. 29
obi-v01-n0181-re-p0313	zenodo_4321314	IPPA 63
obi-v01-n0181-re-p0313	zenodo_4321314	List-220
obi-v01-n0181-re-p0313	zenodo_4321314	IOB1-104
obi-v01-n0182-ob-p0314	zenodo_4321314	IOB2-210/a BED B 600-2
obi-v01-n0182-ob-p0314	zenodo_4321314	Pl. II 210a
obi-v01-n0182-ob-p0314	zenodo_4321314	OBI 1, p. 314
obi-v01-n0183-ob-p0315	zenodo_4321314	IPPA 159
obi-v01-n0183-ob-p0315	zenodo_4321314	List-1252
obi-v01-n0183-ob-p0315	zenodo_4321314	IOB2-129 BED B 600-9
obi-v01-n0183-ob-p0315	zenodo_4321314	Pl. II 129
obi-v01-n0183-ob-p0315	zenodo_4321314	OBI 1, p. 315
obi-v01-n0183-ob-p0315	zenodo_4321314	List 1252
obi-v01-n0183-ob-p0315	zenodo_4321314	PPA, p. 159
obi-v01-n0183-ob-p0315	zenodo_4321314	TN, p. 93
obi-v01-n0184-ob-p0316	zenodo_4321314	IUB1-201-202
obi-v01-n0184-ob-p0316	zenodo_4321314	List-245
obi-v01-n0184-ob-p0316	zenodo_4321314	IOB2-130 BED B 600-3
obi-v01-n0184-ob-p0316	zenodo_4321314	Pl. II 130
obi-v01-n0184-ob-p0316	zenodo_4321314	OBI 1, p. 316: U Min Hswe, no. 81
obi-v01-n0185-ob-p0318	zenodo_4321314	IOB2-131/a BED B 600-4
obi-v01-n0185-ob-p0318	zenodo_4321314	Pl. II 131a
obi-v01-n0185-ob-p0318	zenodo_4321314	OBI 1, p. 318
obi-v01-n0186-ob-p0319	zenodo_4321314	IPPA-183
obi-v01-n0186-ob-p0319	zenodo_4321314	List-247
obi-v01-n0186-ob-p0319	zenodo_4321314	IOB2-131/b BED B 600-5
obi-v01-n0186-ob-p0319	zenodo_4321314	Pl. II 131b
obi-v01-n0186-ob-p0319	zenodo_4321314	OBI 1, p. 319
obi-v01-n0186-ob-p0319	zenodo_4321314	List 247
obi-v01-n0186-ob-p0319	zenodo_4321314	PPA, p. 183
obi-v01-n0186-ob-p0319	zenodo_4321314	TN, p. 87
obi-v01-n0186-ob-p0319	zenodo_4321314	U Min Hswe, no. 44
obi-v01-n0187-ob-p0320	zenodo_4321314	IPPA-239
obi-v01-n0187-ob-p0320	zenodo_4321314	List 246
obi-v01-n0187-ob-p0320	zenodo_4321314	IOB2-132/a BED B 600-6
obi-v01-n0187-ob-p0320	zenodo_4321314	Pl. II 132a
obi-v01-n0187-ob-p0320	zenodo_4321314	OBI 1, p. 320
obi-v01-n0187-ob-p0320	zenodo_4321314	UEM no. 40, p. 112
obi-v01-n0187-ob-p0320	zenodo_4321314	List 246
obi-v01-n0187-ob-p0320	zenodo_4321314	PPA p. 239
obi-v01-n0187-ob-p0320	zenodo_4321314	TN, p. 109
obi-v01-n0188-ob-p0321	zenodo_4321314	BM2-830, 838
obi-v01-n0188-ob-p0321	zenodo_4321314	BA 1, 9
obi-v01-n0188-ob-p0321	zenodo_4321314	List 23, 27 BED B 420-2
obi-v01-n0188-ob-p0321	zenodo_4321314	List 23
obi-v01-n0188-ob-p0321	zenodo_4321314	OBI 1, p. 321
obi-v01-n0188-ob-p0321	zenodo_4321314	B 2, p. 830
obi-v01-n0188-ob-p0321	zenodo_4321314	A, p.1
obi-v01-n0188-ob-p0321	zenodo_4321314	MP 1, p. 21
obi-v01-n0188-ob-p0321	zenodo_4321314	List 27
obi-v01-n0188-ob-p0321	zenodo_4321314	B 2, p. 838
obi-v01-n0188-ob-p0321	zenodo_4321314	A, p. 9
obi-v01-n0188-ob-p0321	zenodo_4321314	MM 2, no. 4, p. 8
obi-v01-n0188-ob-p0321	zenodo_4321314	copy List 5
obi-v01-n0188-ob-p0321	zenodo_4321314	B 2, p. 830
obi-v01-n0188-ob-p0321	zenodo_4321314	MM 2, no. 1, p. 1
obi-v01-n0188-ob-p0321	zenodo_4321314	another copy MM 4, no. 20, p. 90
obi-v01-n0189-ob-p0322	zenodo_4321314	BA-7
obi-v01-n0189-ob-p0322	zenodo_4321314	List-346/a BED B 429-1
obi-v01-n0189-ob-p0322	zenodo_4321314	List 346
obi-v01-n0189-ob-p0322	zenodo_4321314	OBI 1, p. 322
obi-v01-n0189-ob-p0322	zenodo_4321314	A, p. 7
obi-v01-n0189-ob-p0322	zenodo_4321314	copy List 114
obi-v01-n0189-ob-p0322	zenodo_4321314	A, p. 8
obi-v01-n0189-ob-p0322	zenodo_4321314	MM 1, no. 34, p. 306 (= B 2, p. 804 ?)
obi-v01-n0190-ob-p0324	zenodo_4321314	IOB2-110 BED B 443-1
obi-v01-n0190-ob-p0324	zenodo_4321314	Pl. II 110
obi-v01-n0190-ob-p0324	zenodo_4321314	OBI 1, p. 324
obi-v01-n0190-ob-p0324	zenodo_4321314	UEM no. 2, p. 2
obi-v01-n0190-ob-p0324	zenodo_4321314	ARASI 1930-34, p. 190
obi-v01-n0191-ob-p0325	zenodo_4321314	BM1-72
obi-v01-n0191-ob-p0325	zenodo_4321314	List-30 BED B 447-1
obi-v01-n0191-ob-p0325	zenodo_4321314	List 30
obi-v01-n0191-ob-p0325	zenodo_4321314	OBI 1, p. 325
obi-v01-n0191-ob-p0325	zenodo_4321314	B 2, p. 72
obi-v01-n0191-ob-p0325	zenodo_4321314	MM 1, no. 15, p. 136
obi-v01-n0191-ob-p0325	zenodo_4321314	List 31
obi-v01-n0191-ob-p0325	zenodo_4321314	MM 1, no. 16, p. 140
obi-v01-n0191-ob-p0325	zenodo_4321314	another copy MM 4, no. 9, p. 44
obi-v01-n0192-ob-p0326	zenodo_4321314	BA-11
obi-v01-n0192-ob-p0326	zenodo_4321314	List 46/a BED B 467-1
obi-v01-n0192-ob-p0326	zenodo_4321314	List 46
obi-v01-n0192-ob-p0326	zenodo_4321314	OBI 1, p. 326
obi-v01-n0192-ob-p0326	zenodo_4321314	A, p. 11
obi-v01-n0193-ob-p0328	zenodo_4321314	BA-16
obi-v01-n0193-ob-p0328	zenodo_4321314	List-48 BED B 468-1
obi-v01-n0193-ob-p0328	zenodo_4321314	OBI 1, p. 328
obi-v01-n0193-ob-p0328	zenodo_4321314	List 48
obi-v01-n0193-ob-p0328	zenodo_4321314	A, p. 16
obi-v01-n0193-ob-p0328	zenodo_4321314	OR 6452 B (1), nos. 22 and 26
obi-v01-n0194-ob-p0329	zenodo_4321314	BA-18
obi-v01-n0194-ob-p0329	zenodo_4321314	List-49 BED B 469-1
obi-v01-n0194-ob-p0329	zenodo_4321314	List 49
obi-v01-n0194-ob-p0329	zenodo_4321314	OBI 1, p. 329
obi-v01-n0194-ob-p0329	zenodo_4321314	SIP no. 3, p. 3
obi-v01-n0194-ob-p0329	zenodo_4321314	A, p. 18
obi-v01-n0194-ob-p0329	zenodo_4321314	MP, p. 13
obi-v01-n0194-ob-p0329	zenodo_4321314	cp. A, p. 17 (first part)
obi-v01-n0194-re-p0330	zenodo_4321314	BED B 545-1
obi-v01-n0194-re-p0330	zenodo_4321314	List 111
obi-v01-n0194-re-p0330	zenodo_4321314	OBI 1, p. 330
obi-v01-n0194-re-p0330	zenodo_4321314	A, p. 19
obi-v01-n0194-re-p0330	zenodo_4321314	MM 2, nos. 42-43, p. 168-172
obi-v01-n0194-re-p0330	zenodo_4321314	MP 1, p. 17
obi-v01-n0194-re-p0330	zenodo_4321314	Luce C 570
obi-v01-n0195-ob-p0331	zenodo_4321314	BA-19
obi-v01-n0195-ob-p0331	zenodo_4321314	List-50/a BED B 472-1
obi-v01-n0195-ob-p0331	zenodo_4321314	List 50 a+b
obi-v01-n0195-ob-p0331	zenodo_4321314	OBI 1, p. 331
obi-v01-n0195-ob-p0331	zenodo_4321314	SIP no. 4, p. 4
obi-v01-n0195-ob-p0331	zenodo_4321314	A, p. 19
obi-v01-n0195-ob-p0331	zenodo_4321314	TN, p.
obi-v01-n0195-ob-p0331	zenodo_4321314	MP 1, p. 5
obi-v01-n0195-ob-p0331	zenodo_4321314	Duroiselle, ARASI 1912, p. 149-51 (Hledaung inscr.)
obi-v01-n0196-ob-p0333	zenodo_4321314	BED B 481-1
obi-v01-n0196-ob-p0333	zenodo_4321314	OBI 1, p. 333
obi-v01-n0196-ob-p0333	zenodo_4321314	MP 1, p. 29
obi-v01-n0197-ob-p0334	zenodo_4321314	IOB2-111 BED B 482-1
obi-v01-n0197-ob-p0334	zenodo_4321314	Pl. II 111
obi-v01-n0197-ob-p0334	zenodo_4321314	OBI 1, p. 334
obi-v01-n0197-re-p0336	zenodo_4321314	IOB2-112 BED B 482-2
obi-v01-n0197-re-p0336	zenodo_4321314	Pl. II 112
obi-v01-n0197-re-p0336	zenodo_4321314	OBI 1, p. 336
obi-v01-n0197-re-p0336	zenodo_4321314	ARASI 1930-34, p. 190
obi-v01-n0198-ob-p0337	zenodo_4321314	BED B 512-4
obi-v01-n0198-ob-p0337	zenodo_4321314	OBI 1, p. 337
obi-v01-n0199-ob-p0339	zenodo_4321314	RDASB 1961-62
obi-v01-n0199-ob-p0339	zenodo_4321314	RDASB 1962-63 BED B 513-4
obi-v01-n0199-ob-p0339	zenodo_4321314	OBI 1, p. 339
obi-v01-n0200-ob-p0340	zenodo_4321314	RDASB 1957-58 BED B 521-1
obi-v01-n0200-ob-p0340	zenodo_4321314	OBI 1, p. 340
obi-v01-n0201-re-p0342	zenodo_4321314	IOB4-365/a BED B 533-2
obi-v01-n0201-re-p0342	zenodo_4321314	Pl. IV 365a
obi-v01-n0201-re-p0342	zenodo_4321314	OBI 1, p. 342
obi-v01-n0201-re-p0342	zenodo_4321314	Htupayon 2, p. 183
obi-v01-n0201-re-p0342	zenodo_4321314	ARASI 1936-37, p. 114
obi-v01-n0201-re-p0342	zenodo_4321314	U Nyein Maung, She-haung … Pancama-twe Nauk-hset-twe, p. 1
obi-v01-n0202-re-p0343	zenodo_4321314	BA-80
obi-v01-n0202-re-p0343	zenodo_4321314	List-91 BED B 534-2
obi-v01-n0202-re-p0343	zenodo_4321314	List 91
obi-v01-n0202-re-p0343	zenodo_4321314	OBI 1, p. 343
obi-v01-n0202-re-p0343	zenodo_4321314	A, p. 80
obi-v01-n0202-re-p0343	zenodo_4321314	TN
obi-v01-n0203-ob-p0344	zenodo_4321314	IOB5-571/b BED B 537-2
obi-v01-n0203-ob-p0344	zenodo_4321314	Pl. V 571b
obi-v01-n0203-ob-p0344	zenodo_4321314	OBI 1, p. 344
obi-v01-n0204-ob-p0345	zenodo_4321314	BED B 538-1
obi-v01-n0204-ob-p0345	zenodo_4321314	OBI 1, p. 345
obi-v01-n0204-re-p0346	zenodo_4321314	BA-28
obi-v01-n0204-re-p0346	zenodo_4321314	List-73 BED B 513-3
obi-v01-n0204-re-p0346	zenodo_4321314	List 73
obi-v01-n0204-re-p0346	zenodo_4321314	OBI 1, p. 346
obi-v01-n0204-re-p0346	zenodo_4321314	A, p. 28
obi-v01-n0204-re-p0346	zenodo_4321314	SIP no. 17, p. 13
obi-v01-n0205-ob-p0347	zenodo_4321314	List 113
obi-v01-n0205-ob-p0347	zenodo_4321314	IPPA-145-146 BED B 545-3
obi-v01-n0205-ob-p0347	zenodo_4321314	List 113
obi-v01-n0205-ob-p0347	zenodo_4321314	OBI 1, p. 347
obi-v01-n0205-ob-p0347	zenodo_4321314	PPA, p. 145
obi-v01-n0205-ob-p0347	zenodo_4321314	TN p. 67
obi-v01-n0205-ob-p0347	zenodo_4321314	List 109-110
obi-v01-n0205-ob-p0347	zenodo_4321314	B 2, p. 781-783
obi-v01-n0205-ob-p0347	zenodo_4321314	MM 2, nos. 38-39
obi-v01-n0205-ob-p0347	zenodo_4321314	OR 6452 B (1), no. 31
obi-v01-n0206-ob-p0350	zenodo_4321314	IUB2-132
obi-v01-n0206-ob-p0350	zenodo_4321314	List 67/a
obi-v01-n0206-ob-p0350	zenodo_4321314	IOB4-402/a
obi-v01-n0206-re-p0351	zenodo_4321314	IUB2-133
obi-v01-n0206-re-p0351	zenodo_4321314	List 67/b
obi-v01-n0206-re-p0351	zenodo_4321314	IOB4-402/b BED B 567-7
obi-v01-n0206-re-p0351	zenodo_4321314	Pl. IV 402
obi-v01-n0206-re-p0351	zenodo_4321314	OBI 1, p. 351
obi-v01-n0206-re-p0351	zenodo_4321314	List 67b
obi-v01-n0206-re-p0351	zenodo_4321314	UB 2, p. 133
obi-v01-n0207-ob-p0352	zenodo_4321314	IUB1-173
obi-v01-n0207-ob-p0352	zenodo_4321314	List-97 BED B 547-2
obi-v01-n0207-ob-p0352	zenodo_4321314	List 97
obi-v01-n0207-ob-p0352	zenodo_4321314	OBI 1, p. 352
obi-v01-n0207-ob-p0352	zenodo_4321314	SIP no. 9, p. 16
obi-v01-n0207-ob-p0352	zenodo_4321314	UB 1, p. 173
obi-v01-n0207-ob-p0352	zenodo_4321314	U Min Hswe, no. 28
obi-v01-n0208-ob-p0353	zenodo_4321314	IOB2-114/b BED B 548-1
obi-v01-n0208-ob-p0353	zenodo_4321314	Pl. II 114b
obi-v01-n0208-ob-p0353	zenodo_4321314	OBI 1, p. 353
obi-v01-n0208-ob-p0353	zenodo_4321314	U Hswai, JBRS 48 (2), 1965, p. 67, no. 1
obi-v01-n0209-ob-p0354	zenodo_4321314	IUB2-229
obi-v01-n0209-ob-p0354	zenodo_4321314	List-129 BED B 554-4
obi-v01-n0209-ob-p0354	zenodo_4321314	List 129a+b
obi-v01-n0209-ob-p0354	zenodo_4321314	OBI 1, p. 354
obi-v01-n0209-ob-p0354	zenodo_4321314	UB 2, p. 229
obi-v01-n0209-ob-p0354	zenodo_4321314	Luce G 1964
obi-v01-n0209-ob-p0354	zenodo_4321314	U Hswai, JBRS 48 (2), 1965, p. 67, no. 3
obi-v01-n0209-ob-p0354	zenodo_4321314	List 128
obi-v01-n0209-ob-p0354	zenodo_4321314	OBI 1, p.x231x
obi-v01-n0209-ob-p0354	zenodo_4321314	U Maung Maung Lat, nos. 1+2
obi-v01-n0209-ob-p0354	zenodo_4321314	U Hswai, JBRS 48 (2), 1965, p. 67, no. 2
obi-v01-n0209-re-p0355	zenodo_4321314	IUB2-231
obi-v01-n0209-re-p0355	zenodo_4321314	List-129
obi-v01-n0210-ob-p0357	zenodo_4321314	IUB2-232
obi-v01-n0210-ob-p0357	zenodo_4321314	List-128
obi-v01-n0212-ob-p0360	zenodo_4321314	BA-39
obi-v01-n0212-ob-p0360	zenodo_4321314	List-146 BED B 559-6 & B 556-5
obi-v01-n0212-ob-p0360	zenodo_4321314	List 146
obi-v01-n0212-ob-p0360	zenodo_4321314	OBI 1, p. 360
obi-v01-n0212-ob-p0360	zenodo_4321314	SIP no. 12, p. 21
obi-v01-n0212-ob-p0360	zenodo_4321314	A, p. 39
obi-v01-n0212-ob-p0360	zenodo_4321314	List 135
obi-v01-n0212-ob-p0360	zenodo_4321314	B 2, p. 630
obi-v01-n0212-ob-p0360	zenodo_4321314	copy List 402
obi-v01-n0212-ob-p0360	zenodo_4321314	B 2, p. 819 (first inscr.)
obi-v01-n0212-ob-p0360	zenodo_4321314	MM 4, no. 40, p. 186 (first part)
obi-v01-n0212-ob-p0360	zenodo_4321314	List 134
obi-v01-n0212-ob-p0360	zenodo_4321314	B 2, p. 818
obi-v01-n0213-ob-p0362	zenodo_4321314	RDASB 1937-38 BED B 556-1
obi-v01-n0213-ob-p0362	zenodo_4321314	OBI 1, p. 362
obi-v01-n0213-ob-p0362	zenodo_4321314	List 136
obi-v01-n0213-ob-p0362	zenodo_4321314	B 2, p. 509
obi-v01-n0213-ob-p0362	zenodo_4321314	RDASB 1938
obi-v01-n0214-ob-p0363	zenodo_4321314	IUB2-233 BED B 557-4
obi-v01-n0214-ob-p0363	zenodo_4321314	List 1324
obi-v01-n0214-ob-p0363	zenodo_4321314	UB 2 p. 233
obi-v01-n0214-ob-p0363	zenodo_4321314	OBI 1, p. 363
obi-v01-n0214-ob-p0363	zenodo_4321314	U Hswai, JBRS 48 (2), 1965, p. 67, no. 4
obi-v01-n0215-ob-p0365	zenodo_4321314	BED B 557-5
obi-v01-n0215-ob-p0365	zenodo_4321314	OBI 1, p. 365
obi-v01-n0215-ob-p0365	zenodo_4321314	RDASB 1963, no. 6, p. 25
obi-v01-n0216-ob-p0366	zenodo_4321314	BA-43
obi-v01-n0216-ob-p0366	zenodo_4321314	List-151 BED B 560-6
obi-v01-n0216-ob-p0366	zenodo_4321314	List 151
obi-v01-n0216-ob-p0366	zenodo_4321314	OBI 1, p. 366
obi-v01-n0216-ob-p0366	zenodo_4321314	A, p. 43
obi-v01-n0216-ob-p0366	zenodo_4321314	MP 2, p. 61
obi-v01-n0216-ob-p0366	zenodo_4321314	B 2, p. 821
obi-v01-n0216-ob-p0366	zenodo_4321314	MM 3, p. 90 (not in List)
obi-v01-n0216-ob-p0366	zenodo_4321314	copy List 150
obi-v01-n0216-ob-p0366	zenodo_4321314	A, p. 46
obi-v01-n0216-ob-p0366	zenodo_4321314	other copies are List 148
obi-v01-n0216-ob-p0366	zenodo_4321314	B 2, p. 822
obi-v01-n0216-ob-p0366	zenodo_4321314	MM 3, p. 93 (which has Vattalaṅkapuil as donor) and List 149
obi-v01-n0216-ob-p0366	zenodo_4321314	another copy is List 401
