record_id	source_field	label_original	place_id
obi-v02-n0020-re-p0035	place_of_origin_original	Bagan, Minnanthu vill.	place-bagan-minnanthu-vill
obi-v02-n0020-re-p0035	current_location_original	now in inscription shed of Anantathu monastery	place-now-in-inscription-shed-of-anantathu-monastery
obi-v02-n0021-ob-p0037	place_of_origin_original	Bagan, Minnanthu vill.	place-bagan-minnanthu-vill
obi-v02-n0021-ob-p0037	current_location_original	now in inscription shed of Anantathu monastery	place-now-in-inscription-shed-of-anantathu-monastery
obi-v02-n0022-ob-p0041	place_of_origin_original	Bagan Mahabodhi	place-bagan-mahabodhi
obi-v02-n0022-ob-p0041	current_location_original	New Bagan Museum stone 63	place-new-bagan-museum-stone-63
obi-v02-n0023-ob-p0044	place_of_origin_original	N of Anantathu complex, Minnanthu, Bagan	place-n-of-anantathu-complex-minnanthu-bagan
obi-v02-n0023-ob-p0044	current_location_original	New Bagan Museum stone 130	place-new-bagan-museum-stone-130
obi-v02-n0024-ob-p0047	place_of_origin_original	Tanhsaung-paya (IMP 2095), Bagan	place-tanhsaung-paya-imp-2095-bagan
obi-v02-n0024-ob-p0047	current_location_original	New Bagan Museum stone 37-38	place-new-bagan-museum-stone-37-38
obi-v02-n0025-ob-p0049	place_of_origin_original	Thonpanhla temple, Talop-myo, Myingyan distr.; Mandalay Palace stone 502	place-thonpanhla-temple-talop-myo-myingyan-distr-mandalay-palace-stone-502
obi-v02-n0025-ob-p0049	current_location_original	Mandalay Mahamuni	place-mandalay-mahamuni
obi-v02-n0026-re-p0051	place_of_origin_original	Letputkan temple (IMP 711), Minnanthu, Bagan	place-letputkan-temple-imp-711-minnanthu-bagan
obi-v02-n0026-re-p0051	current_location_original	in situ	place-in-situ
obi-v02-n0027-ob-p0052	place_of_origin_original	Mingon village, Wetlet ts.	place-mingon-village-wetlet-ts
obi-v02-n0027-ob-p0052	current_location_original	now at Thitsein	place-now-at-thitsein
obi-v02-n0028-ob-p0053	place_of_origin_original	Shwemuttaw temple, Laygyi village, Sagaing distr.	place-shwemuttaw-temple-laygyi-village-sagaing-distr
obi-v02-n0028-ob-p0053	current_location_original	in situ	place-in-situ
obi-v02-n0029-ob-p0054	place_of_origin_original	SW of Dhammayazika (IMP 984 or 934), West Phwazaw, Bagan	place-sw-of-dhammayazika-imp-984-or-934-west-phwazaw-bagan
obi-v02-n0029-ob-p0054	current_location_original	Bagan Mu se um stone 129	place-bagan-mu-se-um-stone-129
obi-v02-n0030-ob-p0056	place_of_origin_original	Shwegu temple, Myinzi, Shwebo distr.	place-shwegu-temple-myinzi-shwebo-distr
obi-v02-n0030-ob-p0056	current_location_original	Mandalay Palace stone 116a	place-mandalay-palace-stone-116a
obi-v02-n0031-ob-p0058	place_of_origin_original	“Bagan kyaung”, Bagan	place-bagan-kyaung-bagan
obi-v02-n0031-ob-p0058	current_location_original	Mandalay Palace stone 45a	place-mandalay-palace-stone-45a
obi-v02-n0032-ob-p0060	place_of_origin_original	Hsinpyushin complex, West Phwazaw, Bagan	place-hsinpyushin-complex-west-phwazaw-bagan
obi-v02-n0032-ob-p0060	current_location_original	in situ	place-in-situ
obi-v02-n0033-ob-p0061	place_of_origin_original	Hsinpyushin complex, West Phwazaw, Bagan	place-hsinpyushin-complex-west-phwazaw-bagan
obi-v02-n0033-ob-p0061	current_location_original	in situ	place-in-situ
obi-v02-n0033-re-p0063	place_of_origin_original	Hsinpyushin complex, West Phwazaw, Bagan	place-hsinpyushin-complex-west-phwazaw-bagan
obi-v02-n0033-re-p0063	current_location_original	in situ	place-in-situ
obi-v02-n0034-ob-p0064	place_of_origin_original	Hsinpyushin complex, West Phwazaw, Bagan	place-hsinpyushin-complex-west-phwazaw-bagan
obi-v02-n0034-ob-p0064	current_location_original	in situ	place-in-situ
obi-v02-n0035-ob-p0066	place_of_origin_original	Hsinpyushin complex, West Phwazaw, Bagan	place-hsinpyushin-complex-west-phwazaw-bagan
obi-v02-n0035-ob-p0066	current_location_original	in situ	place-in-situ
obi-v02-n0035-re-p0068	place_of_origin_original	Hsinpyushin complex, West Phwazaw, Bagan	place-hsinpyushin-complex-west-phwazaw-bagan
obi-v02-n0035-re-p0068	current_location_original	in situ	place-in-situ
obi-v02-n0036-ob-p0069	place_of_origin_original	Hsinpyushin complex, West Phwazaw, Bagan	place-hsinpyushin-complex-west-phwazaw-bagan
obi-v02-n0036-ob-p0069	current_location_original	in situ	place-in-situ
obi-v02-n0037-ob-p0069	place_of_origin_original	Hsinpyushin complex, West Phwazaw, Bagan	place-hsinpyushin-complex-west-phwazaw-bagan
obi-v02-n0037-ob-p0069	current_location_original	in situ	place-in-situ
obi-v02-n0038-ob-p0072	place_of_origin_original	Anantathu complex, Minnanthu, Pagan; in situ	place-anantathu-complex-minnanthu-pagan-in-situ
obi-v02-n0038-ob-p0072	current_location_original	Mandalay Mahamuni no. 158	place-mandalay-mahamuni-no-158
obi-v02-n0039-ob-p0074	place_of_origin_original	Sagaing ?	place-sagaing
obi-v02-n0039-ob-p0074	current_location_original	Mandalay Palace stone 310	place-mandalay-palace-stone-310
obi-v02-n0040-ob-p0074	place_of_origin_original	Malonpyit temple (IMP 667), Minnanthu, Bagan	place-malonpyit-temple-imp-667-minnanthu-bagan
obi-v02-n0040-ob-p0074	current_location_original	in situ	place-in-situ
obi-v02-n0041-ob-p0076	place_of_origin_original	Bagan Mahabodhi	place-bagan-mahabodhi
obi-v02-n0041-ob-p0076	current_location_original	Bagan Museum stone 20	place-bagan-museum-stone-20
obi-v02-n0042-ob-p0078	place_of_origin_original	Bagan?	place-bagan
obi-v02-n0042-ob-p0078	current_location_original	Mandalay Palace stone 247a+b	place-mandalay-palace-stone-247a-b
obi-v02-n0043-ob-p0082	place_of_origin_original	Myinmu-myo	place-myinmu-myo
obi-v02-n0043-ob-p0082	current_location_original	Myinmu-myo	place-myinmu-myo
obi-v02-n0044-ob-p0083	place_of_origin_original	Thayagon village, Myingun ts.	place-thayagon-village-myingun-ts
obi-v02-n0044-ob-p0083	current_location_original	now at Myingun inscr. shed	place-now-at-myingun-inscr-shed
obi-v02-n0045-ob-p0083	place_of_origin_original	?	place-unknown
obi-v02-n0045-ob-p0083	current_location_original	Mandalay Palace stone 468a+b	place-mandalay-palace-stone-468a-b
obi-v02-n0046-ob-p0085	place_of_origin_original	Lokananta (IMP 1023), Thiripyit-saya, Bagan	place-lokananta-imp-1023-thiripyit-saya-bagan
obi-v02-n0046-ob-p0085	current_location_original	in situ	place-in-situ
obi-v02-n0047-re-p0087	place_of_origin_original	Mt. Thetso, Bagan	place-mt-thetso-bagan
obi-v02-n0047-re-p0087	current_location_original	in situ	place-in-situ
obi-v02-n0048-ob-p0087	place_of_origin_original	Myingun town, Magwe Distr.	place-myingun-town-magwe-distr
obi-v02-n0048-ob-p0087	current_location_original	now in Mandalay Monastery, Myingun	place-now-in-mandalay-monastery-myingun
obi-v02-n0049-ob-p0088	place_of_origin_original	U Pho Saw’s field, NW of Kusina yon (IMP 1187 or 1264), Myinkaba, Bagan	place-u-pho-saw-s-field-nw-of-kusina-yon-imp-1187-or-1264-myinkaba-bagan
obi-v02-n0049-ob-p0088	current_location_original	New Bagan Museum stone 118	place-new-bagan-museum-stone-118
obi-v02-n0050-ob-p0089	place_of_origin_original	Bagan, Mahabodhi	place-bagan-mahabodhi
obi-v02-n0050-ob-p0089	current_location_original	New Bagan Museum stone 64	place-new-bagan-museum-stone-64
obi-v02-n0051-ob-p0091	place_of_origin_original	Thein-paya, Sunye village, Kyaukse distr.	place-thein-paya-sunye-village-kyaukse-distr
obi-v02-n0051-ob-p0091	current_location_original	in situ	place-in-situ
obi-v02-n0052-ob-p0092	place_of_origin_original	Thein-paya, Sunye village, Kyaukse distr.	place-thein-paya-sunye-village-kyaukse-distr
obi-v02-n0052-ob-p0092	current_location_original	in situ	place-in-situ
obi-v02-n0053-re-p0096	place_of_origin_original	Thein-paya, Sunye village, Kyaukse distr.	place-thein-paya-sunye-village-kyaukse-distr
obi-v02-n0053-re-p0096	current_location_original	in situ	place-in-situ
obi-v02-n0053-tx-p0093	place_of_origin_original	Kassapa complex, Minnanthu, Bagan	place-kassapa-complex-minnanthu-bagan
obi-v02-n0053-tx-p0093	current_location_original	now in IMP 491 (Acaw Kyun)	place-now-in-imp-491-acaw-kyun
obi-v02-n0054-ob-p0099	place_of_origin_original	Thein-paya, Sunye village, Kyaukse distr.	place-thein-paya-sunye-village-kyaukse-distr
obi-v02-n0054-ob-p0099	current_location_original	in situ	place-in-situ
obi-v02-n0054-re-p0103	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0054-re-p0103	current_location_original	in situ	place-in-situ
obi-v02-n0055-re-p0104	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0055-re-p0104	current_location_original	in situ	place-in-situ
obi-v02-n0056-ob-p0104	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0056-ob-p0104	current_location_original	in situ	place-in-situ
obi-v02-n0056-re-p0108	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0056-re-p0108	current_location_original	in situ	place-in-situ
obi-v02-n0057-ob-p0111	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0057-ob-p0111	current_location_original	in situ	place-in-situ
obi-v02-n0057-tx-p0113	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0057-tx-p0113	current_location_original	in situ	place-in-situ
obi-v02-n0058-ob-p0115	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0058-ob-p0115	current_location_original	in situ	place-in-situ
obi-v02-n0059-ob-p0119	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0059-ob-p0119	current_location_original	in situ	place-in-situ
obi-v02-n0059-re-p0122	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0059-re-p0122	current_location_original	in situ	place-in-situ
obi-v02-n0060-ob-p0124	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0060-ob-p0124	current_location_original	in situ	place-in-situ
obi-v02-n0061-ob-p0128	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0061-ob-p0128	current_location_original	in situ	place-in-situ
obi-v02-n0062-ob-p0129	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0062-ob-p0129	current_location_original	in situ	place-in-situ
obi-v02-n0063-ob-p0131	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0063-ob-p0131	current_location_original	in situ	place-in-situ
obi-v02-n0064-ob-p0132	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0064-ob-p0132	current_location_original	in situ	place-in-situ
obi-v02-n0064-re-p0134	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0064-re-p0134	current_location_original	in situ	place-in-situ
obi-v02-n0065-re-p0139	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0065-re-p0139	current_location_original	in situ	place-in-situ
obi-v02-n0065-tx-p0137	place_of_origin_original	pentagonal temple E of Htilominlo (IMP 1831-32), Bagan	place-pentagonal-temple-e-of-htilominlo-imp-1831-32-bagan
obi-v02-n0065-tx-p0137	current_location_original	New Bagan Museum stone 35-36	place-new-bagan-museum-stone-35-36
obi-v02-n0066-ob-p0140	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0066-ob-p0140	current_location_original	in situ	place-in-situ
obi-v02-n0067-ob-p0141	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0067-ob-p0141	current_location_original	in situ	place-in-situ
obi-v02-n0069-ob-p0143	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0069-ob-p0143	current_location_original	in situ	place-in-situ
obi-v02-n0070-ob-p0146	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0070-ob-p0146	current_location_original	in situ	place-in-situ
obi-v02-n0071-ob-p0147	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0071-ob-p0147	current_location_original	in situ	place-in-situ
obi-v02-n0072-ob-p0148	place_of_origin_original	Thalaing village, Wetlet ts., Shwebo distr.; in situ	place-thalaing-village-wetlet-ts-shwebo-distr-in-situ
obi-v02-n0072-ob-p0148	current_location_original	copy at Shwezigon Stupa, Pagan/Mandalay Mahamuni (?)	place-copy-at-shwezigon-stupa-pagan-mandalay-mahamuni
obi-v02-n0072-ob-p0151	place_of_origin_original	“a ruined temple close to Myagan (Alam bagan) tank” (IMP 2240), Bagan	place-a-ruined-temple-close-to-myagan-alam-bagan-tank-imp-2240-bagan
obi-v02-n0072-ob-p0151	current_location_original	now lost	place-now-lost
obi-v02-n0073-tx-p0155	place_of_origin_original	“a ruined temple close to Myagan (Alam bagan) tank” (IMP 2240), Bagan	place-a-ruined-temple-close-to-myagan-alam-bagan-tank-imp-2240-bagan
obi-v02-n0073-tx-p0155	current_location_original	now lost	place-now-lost
obi-v02-n0074-ob-p0155	place_of_origin_original	? (perhaps Kukhan)	place-perhaps-kukhan
obi-v02-n0074-ob-p0155	current_location_original	Mandalay Palace stone 45	place-mandalay-palace-stone-45
obi-v02-n0075-ob-p0156	place_of_origin_original	Hsalay village, Sale, Magwe distr.	place-hsalay-village-sale-magwe-distr
obi-v02-n0075-ob-p0156	current_location_original	in situ	place-in-situ
obi-v02-n0076-ob-p0157	place_of_origin_original	“a ruined temple close to Myagan (Alam bagan) tank” (IMP 2240), Bagan	place-a-ruined-temple-close-to-myagan-alam-bagan-tank-imp-2240-bagan
obi-v02-n0076-ob-p0157	current_location_original	now lost	place-now-lost
obi-v02-n0077-ob-p0159	place_of_origin_original	“a ruined temple close to Myagan (Alam bagan) tank” (IMP 2240), Bagan	place-a-ruined-temple-close-to-myagan-alam-bagan-tank-imp-2240-bagan
obi-v02-n0077-ob-p0159	current_location_original	now lost	place-now-lost
obi-v02-n0078-ob-p0162	place_of_origin_original	“N of pentagonal pagoda” (Kazun-o, IMP 784, ?), Bagan	place-n-of-pentagonal-pagoda-kazun-o-imp-784-bagan
obi-v02-n0078-ob-p0162	current_location_original	Mandalay Palace stone 279	place-mandalay-palace-stone-279
obi-v02-n0079-ob-p0163	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0079-ob-p0163	current_location_original	in situ	place-in-situ
obi-v02-n0080-ob-p0164	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0080-ob-p0164	current_location_original	in situ	place-in-situ
obi-v02-n0080-re-p0165	place_of_origin_original	Kazun-o temple (IMP 781), East Phwazaw, Bagan	place-kazun-o-temple-imp-781-east-phwazaw-bagan
obi-v02-n0080-re-p0165	current_location_original	in situ	place-in-situ
obi-v02-n0081-ob-p0167	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0081-ob-p0167	current_location_original	in situ	place-in-situ
obi-v02-n0082-ob-p0168	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0082-ob-p0168	current_location_original	in situ	place-in-situ
obi-v02-n0083-ob-p0170	place_of_origin_original	Dhammayan-gyi, Bagan	place-dhammayan-gyi-bagan
obi-v02-n0083-ob-p0170	current_location_original	in situ	place-in-situ
obi-v02-n0084-ob-p0172	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0084-ob-p0172	current_location_original	in situ	place-in-situ
obi-v02-n0085-ob-p0173	place_of_origin_original	Bagan	place-bagan
obi-v02-n0085-ob-p0173	current_location_original	New Bagan Museum stone 66	place-new-bagan-museum-stone-66
obi-v02-n0086-ob-p0174	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0086-ob-p0174	current_location_original	in situ	place-in-situ
obi-v02-n0086-re-p0175	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0086-re-p0175	current_location_original	in situ	place-in-situ
obi-v02-n0087-ob-p0176	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0087-ob-p0176	current_location_original	in situ	place-in-situ
obi-v02-n0088-ob-p0176	place_of_origin_original	Thambyin-swa monastery (IMP 801), West Phwazaw, Bagan	place-thambyin-swa-monastery-imp-801-west-phwazaw-bagan
obi-v02-n0088-ob-p0176	current_location_original	Phwazaw inscr. shed	place-phwazaw-inscr-shed
obi-v02-n0089-ob-p0177	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0089-ob-p0177	current_location_original	in situ	place-in-situ
obi-v02-n0090-ob-p0178	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0090-ob-p0178	current_location_original	in situ	place-in-situ
obi-v02-n0091-ob-p0179	place_of_origin_original	Mathuza temple (IMP 602), Minnanthu, Bagan	place-mathuza-temple-imp-602-minnanthu-bagan
obi-v02-n0091-ob-p0179	current_location_original	in situ	place-in-situ
obi-v02-n0092-ob-p0181	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0092-ob-p0181	current_location_original	in situ	place-in-situ
obi-v02-n0093-ob-p0183	place_of_origin_original	Hsalay village, Sale	place-hsalay-village-sale
obi-v02-n0093-ob-p0183	current_location_original	in situ	place-in-situ
obi-v02-n0094-tx-p0185	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0094-tx-p0185	current_location_original	in situ	place-in-situ
obi-v02-n0095-re-p0186	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0095-re-p0186	current_location_original	in situ	place-in-situ
obi-v02-n0096-tx-p0187	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0096-tx-p0187	current_location_original	in situ	place-in-situ
obi-v02-n0097-tx-p0188	place_of_origin_original	?	place-unknown
obi-v02-n0097-tx-p0188	current_location_original	Mandalay Palace stone 38	place-mandalay-palace-stone-38
obi-v02-n0097-tx-p0189	place_of_origin_original	?	place-unknown
obi-v02-n0097-tx-p0189	current_location_original	Mandalay Palace stone 38	place-mandalay-palace-stone-38
obi-v02-n0098-ob-p0190	place_of_origin_original	Mahabodhi temple, Bagan	place-mahabodhi-temple-bagan
obi-v02-n0098-ob-p0190	current_location_original	New Bagan Museum stone 67	place-new-bagan-museum-stone-67
obi-v02-n0099-ob-p0191	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0099-ob-p0191	current_location_original	in situ	place-in-situ
obi-v02-n0099-re-p0192	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0099-re-p0192	current_location_original	in situ	place-in-situ
obi-v02-n0100-ob-p0193	place_of_origin_original	Bagan monastery, Kyaukse town	place-bagan-monastery-kyaukse-town
obi-v02-n0100-ob-p0193	current_location_original	in situ	place-in-situ
obi-v02-n0101-ob-p0194	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0101-ob-p0194	current_location_original	in situ	place-in-situ
obi-v02-n0102-ob-p0195	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0102-ob-p0195	current_location_original	in situ	place-in-situ
obi-v02-n0103-ob-p0196	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0103-ob-p0196	current_location_original	in situ	place-in-situ
obi-v02-n0104-ob-p0197	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0104-ob-p0197	current_location_original	in situ	place-in-situ
obi-v02-n0105-ob-p0198	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0105-ob-p0198	current_location_original	in situ	place-in-situ
obi-v02-n0106-ob-p0202	place_of_origin_original	Mt. Tuyin, Bagan	place-mt-tuyin-bagan
obi-v02-n0106-ob-p0202	current_location_original	in situ	place-in-situ
obi-v02-n0107-ob-p0203	place_of_origin_original	Shwe-min-taw-gyaung (IMP 1177) Myinkaba, Bagan	place-shwe-min-taw-gyaung-imp-1177-myinkaba-bagan
obi-v02-n0107-ob-p0203	current_location_original	New Bagan Museum stone 161	place-new-bagan-museum-stone-161
obi-v02-n0108-re-p0204	place_of_origin_original	Shwe-min-taw-gyaung (IMP 1177) Myinkaba, Bagan	place-shwe-min-taw-gyaung-imp-1177-myinkaba-bagan
obi-v02-n0108-re-p0204	current_location_original	New Bagan Museum stone 161	place-new-bagan-museum-stone-161
obi-v02-n0109-ob-p0205	place_of_origin_original	Shwe-min-taw-gyaung (IMP 1177) Myinkaba, Bagan	place-shwe-min-taw-gyaung-imp-1177-myinkaba-bagan
obi-v02-n0109-ob-p0205	current_location_original	New Bagan Museum stone 161	place-new-bagan-museum-stone-161
obi-v02-n0109-tx-p0206	place_of_origin_original	Shwe-min-taw-gyaung (IMP 1177) Myinkaba, Bagan	place-shwe-min-taw-gyaung-imp-1177-myinkaba-bagan
obi-v02-n0109-tx-p0206	current_location_original	New Bagan Museum stone 161	place-new-bagan-museum-stone-161
obi-v02-n0110-ob-p0206	place_of_origin_original	Shwe-min-taw-gyaung (IMP 1177) Myinkaba, Bagan	place-shwe-min-taw-gyaung-imp-1177-myinkaba-bagan
obi-v02-n0110-ob-p0206	current_location_original	New Bagan Museum stone 161	place-new-bagan-museum-stone-161
obi-v02-n0110-re-p0207	place_of_origin_original	Shwe-min-taw-gyaung (IMP 1177) Myinkaba, Bagan	place-shwe-min-taw-gyaung-imp-1177-myinkaba-bagan
obi-v02-n0110-re-p0207	current_location_original	New Bagan Museum stone 161	place-new-bagan-museum-stone-161
obi-v02-n0111-ob-p0207	place_of_origin_original	Shwe-min-taw-gyaung (IMP 1177) Myinkaba, Bagan	place-shwe-min-taw-gyaung-imp-1177-myinkaba-bagan
obi-v02-n0111-ob-p0207	current_location_original	New Bagan Museum stone 161	place-new-bagan-museum-stone-161
obi-v02-n0112-ob-p0209	place_of_origin_original	Shwe-min-taw-gyaung (IMP 1177) Myinkaba, Bagan	place-shwe-min-taw-gyaung-imp-1177-myinkaba-bagan
obi-v02-n0112-ob-p0209	current_location_original	New Bagan Museum stone 161	place-new-bagan-museum-stone-161
obi-v02-n0113-ob-p0210	place_of_origin_original	Hmanlyo village, Chaung-U	place-hmanlyo-village-chaung-u
obi-v02-n0113-ob-p0210	current_location_original	in situ	place-in-situ
obi-v02-n0114-ob-p0211	place_of_origin_original	Hmanlyo village, Chaung-U	place-hmanlyo-village-chaung-u
obi-v02-n0114-ob-p0211	current_location_original	in situ	place-in-situ
obi-v02-n0115-ob-p0212	place_of_origin_original	Hmanlyo village, Chaung-U	place-hmanlyo-village-chaung-u
obi-v02-n0115-ob-p0212	current_location_original	in situ	place-in-situ
obi-v02-n0116-ob-p0212	place_of_origin_original	Hmanlyo village, Chaung-U	place-hmanlyo-village-chaung-u
obi-v02-n0116-ob-p0212	current_location_original	in situ	place-in-situ
obi-v02-n0117-ob-p0213	place_of_origin_original	Hmanlyo village, Chaung-U	place-hmanlyo-village-chaung-u
obi-v02-n0117-ob-p0213	current_location_original	in situ	place-in-situ
obi-v02-n0117-re-p0215	place_of_origin_original	Hmanlyo village, Chaung-U	place-hmanlyo-village-chaung-u
obi-v02-n0117-re-p0215	current_location_original	in situ	place-in-situ
obi-v02-n0118-re-p0217	place_of_origin_original	“a brick monastery within the walls of the Mingalazedi”, Bagan	place-a-brick-monastery-within-the-walls-of-the-mingalazedi-bagan
obi-v02-n0118-re-p0217	current_location_original	New Bagan Museum stone 110	place-new-bagan-museum-stone-110
obi-v02-n0119-ob-p0219	place_of_origin_original	Hmanlyo village, Chaung-U	place-hmanlyo-village-chaung-u
obi-v02-n0119-ob-p0219	current_location_original	in situ	place-in-situ
obi-v02-n0120-ob-p0220	place_of_origin_original	Hsalay village, Sale Distr.	place-hsalay-village-sale-distr
obi-v02-n0120-ob-p0220	current_location_original	in situ	place-in-situ
obi-v02-n0120-re-p0221	place_of_origin_original	Hsalay village, Sale Distr.	place-hsalay-village-sale-distr
obi-v02-n0120-re-p0221	current_location_original	in situ	place-in-situ
obi-v02-n0121-tx-p0222	place_of_origin_original	Bagan	place-bagan
obi-v02-n0121-tx-p0222	current_location_original	Bagan Museum stone 23	place-bagan-museum-stone-23
obi-v02-n0121-tx-p0223	place_of_origin_original	Hsalay village, Sale Distr.	place-hsalay-village-sale-distr
obi-v02-n0121-tx-p0223	current_location_original	in situ	place-in-situ
obi-v02-n0121-tx-p0225	place_of_origin_original	Hsalay village, Sale Distr.	place-hsalay-village-sale-distr
obi-v02-n0121-tx-p0225	current_location_original	in situ	place-in-situ
obi-v02-n0122-ob-p0225	place_of_origin_original	Hsalay village, Sale Distr.	place-hsalay-village-sale-distr
obi-v02-n0122-ob-p0225	current_location_original	in situ	place-in-situ
obi-v02-n0123-ob-p0226	place_of_origin_original	Hsalay village, Sale Distr.	place-hsalay-village-sale-distr
obi-v02-n0123-ob-p0226	current_location_original	in situ	place-in-situ
obi-v02-n0124-ob-p0227	place_of_origin_original	Bagan	place-bagan
obi-v02-n0124-ob-p0227	current_location_original	Bagan Museum stone 90	place-bagan-museum-stone-90
obi-v02-n0125-tx-p0227	place_of_origin_original	Bagan	place-bagan
obi-v02-n0125-tx-p0227	current_location_original	Old Bagan Museum (without number?)	place-old-bagan-museum-without-number
obi-v02-n0126-tx-p0228	place_of_origin_original	Hsalay village, Sale Distr.	place-hsalay-village-sale-distr
obi-v02-n0126-tx-p0228	current_location_original	in situ	place-in-situ
obi-v02-n0127-ob-p0228	place_of_origin_original	Hsalay village, Sale Distr.	place-hsalay-village-sale-distr
obi-v02-n0127-ob-p0228	current_location_original	in situ	place-in-situ
obi-v02-n0128-ob-p0229	place_of_origin_original	Hsalay village, Sale Distr.	place-hsalay-village-sale-distr
obi-v02-n0128-ob-p0229	current_location_original	in situ	place-in-situ
obi-v02-n0129-tx-p0230	place_of_origin_original	Lemyethna temple, Laygyi village, Sagaing distr.	place-lemyethna-temple-laygyi-village-sagaing-distr
obi-v02-n0129-tx-p0230	current_location_original	in situ	place-in-situ
obi-v02-n0131-ob-p0232	place_of_origin_original	Saungdamo temple, Myinzi village, Shwebo distr.	place-saungdamo-temple-myinzi-village-shwebo-distr
obi-v02-n0131-ob-p0232	current_location_original	in situ	place-in-situ
