record_id	source_field	label_original	place_id
obi-v01-n0128-ob-p0208	current_location_original	copy Mandalay Mahamuni stone xx	place-copy-mandalay-mahamuni-stone-xx
obi-v01-n0129-tx-p0209	place_of_origin_original	West-Phwazaw village, Bagan,	place-west-phwazaw-village-bagan
obi-v01-n0129-tx-p0209	current_location_original	now in Hsudaungpyi inscr. shed	place-now-in-hsudaungpyi-inscr-shed
obi-v01-n0130-ob-p0211	place_of_origin_original	Bagan Mahabodhi	place-bagan-mahabodhi
obi-v01-n0130-ob-p0211	current_location_original	New Bagan Museum stone 13	place-new-bagan-museum-stone-13
obi-v01-n0131-ob-p0212	place_of_origin_original	Sakkay-kyan village, near Mahlaing	place-sakkay-kyan-village-near-mahlaing
obi-v01-n0131-ob-p0212	current_location_original	in situ	place-in-situ
obi-v01-n0132-ob-p0213	place_of_origin_original	Mingalathera mon. (IMP 484), Pagan,	place-mingalathera-mon-imp-484-pagan
obi-v01-n0132-ob-p0213	current_location_original	now in Bogalun temple (IMP 483)	place-now-in-bogalun-temple-imp-483
obi-v01-n0133-ob-p0214	place_of_origin_original	Shwe-muttaw temple, Payagyi vill., Natogyi	place-shwe-muttaw-temple-payagyi-vill-natogyi
obi-v01-n0133-ob-p0214	current_location_original	in situ	place-in-situ
obi-v01-n0134-ob-p0215	place_of_origin_original	Lokananda temple (IMP 1033), Bagan	place-lokananda-temple-imp-1033-bagan
obi-v01-n0134-ob-p0215	current_location_original	in situ	place-in-situ
obi-v01-n0135-ob-p0218	place_of_origin_original	Saw-Min-Lat temple (“a temple N of Ananda and E of Taing -chut temple” – IMP 1961 ?), Bagan,	place-saw-min-lat-temple-a-temple-n-of-ananda-and-e-of-taing-chut-temple-imp-1961-bagan
obi-v01-n0135-ob-p0218	current_location_original	New Bagan Museum stone 46	place-new-bagan-museum-stone-46
obi-v01-n0136-re-p0220	place_of_origin_original	temple no. 91 (old), E of Shwezedi, Myinkaba (IMP 1369, 1308, 1311 or 1312)	place-temple-no-91-old-e-of-shwezedi-myinkaba-imp-1369-1308-1311-or-1312
obi-v01-n0136-re-p0220	current_location_original	New Bagan Museum stone 137b	place-new-bagan-museum-stone-137b
obi-v01-n0137-ob-p0221	place_of_origin_original	Nibban-ywa Shin-pyu temple, Pyinzi, Myingyan district	place-nibban-ywa-shin-pyu-temple-pyinzi-myingyan-district
obi-v01-n0137-ob-p0221	current_location_original	Mandalay Palace stone 309	place-mandalay-palace-stone-309
obi-v01-n0138-ob-p0222	place_of_origin_original	Dhammayazika, Thitmati, Bagan	place-dhammayazika-thitmati-bagan
obi-v01-n0138-ob-p0222	current_location_original	Mandalay Palace stone 23	place-mandalay-palace-stone-23
obi-v01-n0139-ob-p0224	place_of_origin_original	Thitmati, Bagan; Mandalay Palace stone 23	place-thitmati-bagan-mandalay-palace-stone-23
obi-v01-n0139-ob-p0224	current_location_original	Mandalay Mahamuni stone 23xx	place-mandalay-mahamuni-stone-23xx
obi-v01-n0140-ob-p0226	place_of_origin_original	Okpho village near Hsale, Sale distr.	place-okpho-village-near-hsale-sale-distr
obi-v01-n0140-ob-p0226	current_location_original	in situ	place-in-situ
obi-v01-n0141-ob-p0227	place_of_origin_original	E of Shwegyaung mon., Bagan,	place-e-of-shwegyaung-mon-bagan
obi-v01-n0141-ob-p0227	current_location_original	Man dalay Palace stone 409	place-man-dalay-palace-stone-409
obi-v01-n0142-tx-p0238	place_of_origin_original	Anantathu complex, Minnanthu, Bagan	place-anantathu-complex-minnanthu-bagan
obi-v01-n0142-tx-p0238	current_location_original	in situ	place-in-situ
obi-v01-n0143-ob-p0240	place_of_origin_original	West Zanthi temple (IMP 557), Minnanthu, Bagan	place-west-zanthi-temple-imp-557-minnanthu-bagan
obi-v01-n0143-ob-p0240	current_location_original	in situ	place-in-situ
obi-v01-n0144-re-p0242	place_of_origin_original	“a temple N of Ananda and E of Taing -chut temple” (IMP 1961 ?), Bagan; New Bagan Museum stone 46	place-a-temple-n-of-ananda-and-e-of-taing-chut-temple-imp-1961-bagan-new-bagan-museum-stone-46
obi-v01-n0144-re-p0242	current_location_original	Mandalay Mahamuni no. 50	place-mandalay-mahamuni-no-50
obi-v01-n0145-ob-p0244	place_of_origin_original	?; formerly at the Pahtodawgyi, Amarapura	place-formerly-at-the-pahtodawgyi-amarapura
obi-v01-n0145-ob-p0244	current_location_original	now lost	place-now-lost
obi-v01-n0146-tx-p0246	place_of_origin_original	Anantathu complex, Minnanthu, Bagan	place-anantathu-complex-minnanthu-bagan
obi-v01-n0146-tx-p0246	current_location_original	in situ	place-in-situ
obi-v01-n0147-re-p0248	place_of_origin_original	Shwe-muttaw temple, Payagyi vill., Natogyi, Myin gyan district.	place-shwe-muttaw-temple-payagyi-vill-natogyi-myin-gyan-district
obi-v01-n0147-re-p0248	current_location_original	in situ	place-in-situ
obi-v01-n0148-ob-p0249	place_of_origin_original	E of Shwezigon and S of Thutthe mokku temple (IMP 43 or 44), Bagan,	place-e-of-shwezigon-and-s-of-thutthe-mokku-temple-imp-43-or-44-bagan
obi-v01-n0148-ob-p0249	current_location_original	Bagan Museum stone 100	place-bagan-museum-stone-100
obi-v01-n0149-ob-p0251	place_of_origin_original	monastic complex IMP 1117-1118, New Bagan town	place-monastic-complex-imp-1117-1118-new-bagan-town
obi-v01-n0149-ob-p0251	current_location_original	in situ	place-in-situ
obi-v01-n0150-tx-p0253	place_of_origin_original	Hsu-daung-pyi complex, West Phwazaw, Bagan	place-hsu-daung-pyi-complex-west-phwazaw-bagan
obi-v01-n0150-tx-p0253	current_location_original	in situ	place-in-situ
obi-v01-n0151-ob-p0255	place_of_origin_original	? Talop-myo	place-talop-myo
obi-v01-n0151-ob-p0255	current_location_original	Mandalay Palace stone 324	place-mandalay-palace-stone-324
obi-v01-n0152-ob-p0255	place_of_origin_original	Kattukan village Meiktila	place-kattukan-village-meiktila
obi-v01-n0152-ob-p0255	current_location_original	in situ	place-in-situ
obi-v01-n0153-ob-p0256	place_of_origin_original	W of Winidho complex (IMP 643-4 ?), Minnanthu, Bagan	place-w-of-winidho-complex-imp-643-4-minnanthu-bagan
obi-v01-n0153-ob-p0256	current_location_original	now inside IMP xx of the Winidho group	place-now-inside-imp-xx-of-the-winidho-group
obi-v01-n0154-ob-p0257	place_of_origin_original	Mahabodhi, Bagan	place-mahabodhi-bagan
obi-v01-n0154-ob-p0257	current_location_original	New Bagan Museum stone 59	place-new-bagan-museum-stone-59
obi-v01-n0155-ob-p0259	place_of_origin_original	Nan-U village, Pakhangyi Distr.	place-nan-u-village-pakhangyi-distr
obi-v01-n0155-ob-p0259	current_location_original	in situ	place-in-situ
obi-v01-n0156-tx-p0260	place_of_origin_original	Bagan	place-bagan
obi-v01-n0156-tx-p0260	current_location_original	Bagan Museum stone 43	place-bagan-museum-stone-43
obi-v01-n0157-ob-p0263	place_of_origin_original	Hsingut vill. near Wetlet	place-hsingut-vill-near-wetlet
obi-v01-n0157-ob-p0263	current_location_original	Mandalay Palace stone 589a	place-mandalay-palace-stone-589a
obi-v01-n0158-re-p0264	place_of_origin_original	Hsingut village near Wetlet	place-hsingut-village-near-wetlet
obi-v01-n0158-re-p0264	current_location_original	Mandalay Palace stone 589b	place-mandalay-palace-stone-589b
obi-v01-n0158-tx-p0265	place_of_origin_original	Htauklhawka temple (IMP 558, “East Zanthi”), Minnanthu, Bagan	place-htauklhawka-temple-imp-558-east-zanthi-minnanthu-bagan
obi-v01-n0158-tx-p0265	current_location_original	in situ	place-in-situ
obi-v01-n0159-ob-p0265	place_of_origin_original	Htauklhawka temple (IMP 558, “East Zanthi”), Minnanthu, Bagan	place-htauklhawka-temple-imp-558-east-zanthi-minnanthu-bagan
obi-v01-n0159-ob-p0265	current_location_original	in situ	place-in-situ
obi-v01-n0160-ob-p0267	place_of_origin_original	Zeyyathut (Jeyyaswat) temple (IMP 785), East Phwazaw, Bagan	place-zeyyathut-jeyyaswat-temple-imp-785-east-phwazaw-bagan
obi-v01-n0160-ob-p0267	current_location_original	in situ	place-in-situ
obi-v01-n0161-ob-p0270	place_of_origin_original	Bagan	place-bagan
obi-v01-n0161-ob-p0270	current_location_original	Bagan Museum stone 58	place-bagan-museum-stone-58
obi-v01-n0162-tx-p0272	place_of_origin_original	Hsudaungpyi complex, West Phwazaw, Bagan	place-hsudaungpyi-complex-west-phwazaw-bagan
obi-v01-n0162-tx-p0272	current_location_original	in situ	place-in-situ
obi-v01-n0163-re-p0273	place_of_origin_original	Anantathu complex, Minnanthu, Pagan; in situ	place-anantathu-complex-minnanthu-pagan-in-situ
obi-v01-n0163-re-p0273	current_location_original	Mandalay Mahamuni stone xx	place-mandalay-mahamuni-stone-xx
obi-v01-n0166-ob-p0278	place_of_origin_original	Mok-gu temple (IMP ), Wetkyi-in, Bagan	place-mok-gu-temple-imp-wetkyi-in-bagan
obi-v01-n0166-ob-p0278	current_location_original	New Bagan Museum stone 42	place-new-bagan-museum-stone-42
obi-v01-n0167-ob-p0282	place_of_origin_original	IMP 88-90, Thette village, Bagan	place-imp-88-90-thette-village-bagan
obi-v01-n0167-ob-p0282	current_location_original	in situ	place-in-situ
obi-v01-n0169-ob-p0287	place_of_origin_original	E of Kunhsaw-zedi (IMP 263-67 or 273), Wetkyi-in, Bagan	place-e-of-kunhsaw-zedi-imp-263-67-or-273-wetkyi-in-bagan
obi-v01-n0169-ob-p0287	current_location_original	Bagan Museum stone 53	place-bagan-museum-stone-53
obi-v01-n0170-ob-p0289	place_of_origin_original	“from an Ok-kyaung 200 yds south of the Myazigon” (IMP 2129-37), Wet-kyi-in, Bagan	place-from-an-ok-kyaung-200-yds-south-of-the-myazigon-imp-2129-37-wet-kyi-in-bagan
obi-v01-n0170-ob-p0289	current_location_original	Bagan Museum stone 157	place-bagan-museum-stone-157
obi-v01-n0170-re-p0289	place_of_origin_original	“from an Ok-kyaung 200 yds south of the Myazigon” (IMP 2129-37), Wet-kyi-in, Bagan	place-from-an-ok-kyaung-200-yds-south-of-the-myazigon-imp-2129-37-wet-kyi-in-bagan
obi-v01-n0170-re-p0289	current_location_original	Bagan Museum stone 157	place-bagan-museum-stone-157
obi-v01-n0171-ob-p0290	place_of_origin_original	?	place-unknown
obi-v01-n0171-ob-p0290	current_location_original	Mandalay Palace stone 354	place-mandalay-palace-stone-354
obi-v01-n0172-ob-p0291	place_of_origin_original	IMP 88-90 ?, Bagan	place-imp-88-90-bagan
obi-v01-n0172-ob-p0291	current_location_original	Bagan Museum stone 48	place-bagan-museum-stone-48
obi-v01-n0173-ob-p0298	place_of_origin_original	?	place-unknown
obi-v01-n0173-ob-p0298	current_location_original	Mandalay Palace stone 27	place-mandalay-palace-stone-27
obi-v01-n0174-ob-p0298	place_of_origin_original	Bagan citadel (IMP 1679 ?)	place-bagan-citadel-imp-1679
obi-v01-n0174-ob-p0298	current_location_original	New Bagan Museum stone 44	place-new-bagan-museum-stone-44
obi-v01-n0175-ob-p0302	place_of_origin_original	?	place-unknown
obi-v01-n0175-ob-p0302	current_location_original	Mandalay Palace stone 13	place-mandalay-palace-stone-13
obi-v01-n0176-tx-p0302	place_of_origin_original	Hsudaung-pyi complex, West Phwazaw, Bagan	place-hsudaung-pyi-complex-west-phwazaw-bagan
obi-v01-n0176-tx-p0302	current_location_original	in situ	place-in-situ
obi-v01-n0177-ob-p0304	place_of_origin_original	Shinbin-settawya temple, Nyisu vill., Sale distr.	place-shinbin-settawya-temple-nyisu-vill-sale-distr
obi-v01-n0177-ob-p0304	current_location_original	in situ	place-in-situ
obi-v01-n0178-tx-p0305	place_of_origin_original	Bagan	place-bagan
obi-v01-n0178-tx-p0305	current_location_original	New Bagan Museum stone 21	place-new-bagan-museum-stone-21
obi-v01-n0179-tx-p0306	place_of_origin_original	Bagan Mahabodhi; New Bagan Museum stone 60	place-bagan-mahabodhi-new-bagan-museum-stone-60
obi-v01-n0179-tx-p0306	current_location_original	Mandalay Mahamuni no. 63	place-mandalay-mahamuni-no-63
obi-v01-n0181-ob-p0311	place_of_origin_original	Shwegyaung monastery (“about 800 feet SW of Shwezigon”), Wetkyi-in, Bagan	place-shwegyaung-monastery-about-800-feet-sw-of-shwezigon-wetkyi-in-bagan
obi-v01-n0181-ob-p0311	current_location_original	in situ	place-in-situ
obi-v01-n0182-ob-p0314	place_of_origin_original	a cave temple NW of Sakyamuni, Nyaung-U (IMP 2244)	place-a-cave-temple-nw-of-sakyamuni-nyaung-u-imp-2244
obi-v01-n0182-ob-p0314	current_location_original	now inside Sakya muni temple	place-now-inside-sakya-muni-temple
obi-v01-n0183-ob-p0315	place_of_origin_original	Mahabodhi, Bagan	place-mahabodhi-bagan
obi-v01-n0183-ob-p0315	current_location_original	Bagan Museum stone 62	place-bagan-museum-stone-62
obi-v01-n0184-ob-p0316	place_of_origin_original	“a mon. N of Wetkyi-in”, Bagan	place-a-mon-n-of-wetkyi-in-bagan
obi-v01-n0184-ob-p0316	current_location_original	New Bagan Museum stone 41	place-new-bagan-museum-stone-41
obi-v01-n0185-ob-p0318	place_of_origin_original	“Athinkaya monastery” E of Wetkyi-in monastery (Shwegyaung), Bagan	place-athinkaya-monastery-e-of-wetkyi-in-monastery-shwegyaung-bagan
obi-v01-n0185-ob-p0318	current_location_original	in situ	place-in-situ
obi-v01-n0186-ob-p0319	place_of_origin_original	Bagan, Myinkaba	place-bagan-myinkaba
obi-v01-n0186-ob-p0319	current_location_original	New Bagan Museum stone 61	place-new-bagan-museum-stone-61
obi-v01-n0187-ob-p0320	place_of_origin_original	Malunpyit temple (IMP 667), Minnanthu, Bagan	place-malunpyit-temple-imp-667-minnanthu-bagan
obi-v01-n0187-ob-p0320	current_location_original	in situ	place-in-situ
obi-v01-n0188-ob-p0321	place_of_origin_original	Yan-aung-myint (aka Gavam) temple and Lak-saññ-rhaññ temple; Bagan	place-yan-aung-myint-aka-gavam-temple-and-lak-sa-rha-temple-bagan
obi-v01-n0188-ob-p0321	current_location_original	Mandalay Palace stone 10 and Mandalay Mahamuni nos. 88 and 158	place-mandalay-palace-stone-10-and-mandalay-mahamuni-nos-88-and-158
obi-v01-n0189-ob-p0322	place_of_origin_original	Bagan; Mandalay Palace stone 9	place-bagan-mandalay-palace-stone-9
obi-v01-n0189-ob-p0322	current_location_original	copy Mandalay Mahamuni no. 106	place-copy-mandalay-mahamuni-no-106
obi-v01-n0190-ob-p0324	place_of_origin_original	“from a field SE of Nagayon temple”, Myinkaba, Bagan	place-from-a-field-se-of-nagayon-temple-myinkaba-bagan
obi-v01-n0190-ob-p0324	current_location_original	Bagan Museum stone 134	place-bagan-museum-stone-134
obi-v01-n0191-ob-p0325	place_of_origin_original	Shin Pandaw temple (spelt pan-nobhurā: in the inscr.), Halin	place-shin-pandaw-temple-spelt-pan-nobhur-in-the-inscr-halin
obi-v01-n0191-ob-p0325	current_location_original	Mandalay Mahamuni nos. xxx, xxx and 447	place-mandalay-mahamuni-nos-xxx-xxx-and-447
obi-v01-n0192-ob-p0326	place_of_origin_original	?	place-unknown
obi-v01-n0192-ob-p0326	current_location_original	Mandalay Palace stone 246	place-mandalay-palace-stone-246
obi-v01-n0193-ob-p0328	place_of_origin_original	“Yan-aung-myin” temple, Bagan	place-yan-aung-myin-temple-bagan
obi-v01-n0193-ob-p0328	current_location_original	Mandalay Palace stone 6	place-mandalay-palace-stone-6
obi-v01-n0194-ob-p0329	place_of_origin_original	Htilaingshin temple, Pareimma vill.	place-htilaingshin-temple-pareimma-vill
obi-v01-n0194-ob-p0329	current_location_original	Mandalay Palace stone 5	place-mandalay-palace-stone-5
obi-v01-n0194-re-p0330	place_of_origin_original	Pareima; Mandalay Palace stone 5	place-pareima-mandalay-palace-stone-5
obi-v01-n0194-re-p0330	current_location_original	Mandalay Mahamuni no. 285	place-mandalay-mahamuni-no-285
obi-v01-n0195-ob-p0331	place_of_origin_original	Lhe-tauk temple, Taungpyon,	place-lhe-tauk-temple-taungpyon
obi-v01-n0195-ob-p0331	current_location_original	Mandalay Palace stone 4	place-mandalay-palace-stone-4
obi-v01-n0196-ob-p0333	place_of_origin_original	Talop-myo, Hsingut village	place-talop-myo-hsingut-village
obi-v01-n0196-ob-p0333	current_location_original	Mandalay Palace stone 16	place-mandalay-palace-stone-16
obi-v01-n0197-ob-p0334	place_of_origin_original	“from a field SE of Nagayon temple”, Myinkaba, Bagan	place-from-a-field-se-of-nagayon-temple-myinkaba-bagan
obi-v01-n0197-ob-p0334	current_location_original	Bagan Museum stone 135	place-bagan-museum-stone-135
obi-v01-n0197-re-p0336	place_of_origin_original	“from a field SE of Nagayon temple”, Myinkaba, Bagan	place-from-a-field-se-of-nagayon-temple-myinkaba-bagan
obi-v01-n0197-re-p0336	current_location_original	Bagan Museum stone 135	place-bagan-museum-stone-135
obi-v01-n0198-ob-p0337	place_of_origin_original	Sheinmaka village, Shwebo District.	place-sheinmaka-village-shwebo-district
obi-v01-n0198-ob-p0337	current_location_original	in situ	place-in-situ
obi-v01-n0199-ob-p0339	place_of_origin_original	Shinpyu-shinhla zedi, Sagaing	place-shinpyu-shinhla-zedi-sagaing
obi-v01-n0199-ob-p0339	current_location_original	in situ	place-in-situ
obi-v01-n0200-ob-p0340	place_of_origin_original	Laungshe village, Pakkoku district.	place-laungshe-village-pakkoku-district
obi-v01-n0200-ob-p0340	current_location_original	in situ	place-in-situ
obi-v01-n0201-re-p0342	place_of_origin_original	Ye-U monastery, Thawtapan village	place-ye-u-monastery-thawtapan-village
obi-v01-n0201-re-p0342	current_location_original	Sagaing Htu payon stone 58b	place-sagaing-htu-payon-stone-58b
obi-v01-n0202-re-p0343	place_of_origin_original	?	place-unknown
obi-v01-n0202-re-p0343	current_location_original	Mandalay Palace stone 135	place-mandalay-palace-stone-135
obi-v01-n0203-ob-p0344	place_of_origin_original	Kyaukse ? (Webu stone)	place-kyaukse-webu-stone
obi-v01-n0203-ob-p0344	current_location_original	Mandalay Palace stone 20	place-mandalay-palace-stone-20
obi-v01-n0204-ob-p0345	place_of_origin_original	?	place-unknown
obi-v01-n0204-ob-p0345	current_location_original	Mandalay Palace stone 501	place-mandalay-palace-stone-501
obi-v01-n0204-re-p0346	place_of_origin_original	Bagan?	place-bagan
obi-v01-n0204-re-p0346	current_location_original	Mandalay Palace stone 501	place-mandalay-palace-stone-501
obi-v01-n0205-ob-p0347	place_of_origin_original	Culamani temple, Bagan (IMP xxx); in situ	place-culamani-temple-bagan-imp-xxx-in-situ
obi-v01-n0205-ob-p0347	current_location_original	Mandalay Mahamuni nos. 100 and 71	place-mandalay-mahamuni-nos-100-and-71
obi-v01-n0206-re-p0351	place_of_origin_original	Kyaungtwin village near Pakhan-gyi	place-kyaungtwin-village-near-pakhan-gyi
obi-v01-n0206-re-p0351	current_location_original	now inside Lontawgyi-paya, Pakhan-gyi	place-now-inside-lontawgyi-paya-pakhan-gyi
obi-v01-n0207-ob-p0352	place_of_origin_original	Nadaungdat temple (IMP 1743), Pagan	place-nadaungdat-temple-imp-1743-pagan
obi-v01-n0207-ob-p0352	current_location_original	New Bagan Museum stone 56	place-new-bagan-museum-stone-56
obi-v01-n0208-ob-p0353	place_of_origin_original	Kansway temple, Sale, Magwe distr.	place-kansway-temple-sale-magwe-distr
obi-v01-n0208-ob-p0353	current_location_original	in situ	place-in-situ
obi-v01-n0209-ob-p0354	place_of_origin_original	Sagyo temple, Sale, Magwe distr.	place-sagyo-temple-sale-magwe-distr
obi-v01-n0209-ob-p0354	current_location_original	in situ	place-in-situ
obi-v01-n0212-ob-p0360	place_of_origin_original	Thitmati (perhaps S of Dhammayazika), Bagan; Mandalay Palace stone 49; perhaps a copy from Shwe-gyaung beik, Taung dwin	place-thitmati-perhaps-s-of-dhammayazika-bagan-mandalay-palace-stone-49-perhaps-a-copy-from-shwe-gyaung-beik-taung-dwin
obi-v01-n0212-ob-p0360	current_location_original	copy Mandalay Mahamuni no. 27	place-copy-mandalay-mahamuni-no-27
obi-v01-n0213-ob-p0362	place_of_origin_original	Shwemuttaw temple, Khinmun vill., Chaung-U ts.; in situ	place-shwemuttaw-temple-khinmun-vill-chaung-u-ts-in-situ
obi-v01-n0213-ob-p0362	current_location_original	Mandalay Mahamuni	place-mandalay-mahamuni
obi-v01-n0214-ob-p0363	place_of_origin_original	Sagyo temple, Sale, Magwe District.	place-sagyo-temple-sale-magwe-district
obi-v01-n0214-ob-p0363	current_location_original	in situ	place-in-situ
obi-v01-n0215-ob-p0365	place_of_origin_original	Kyantha temple, Myinmu Sagaing distr.	place-kyantha-temple-myinmu-sagaing-distr
obi-v01-n0215-ob-p0365	current_location_original	in situ	place-in-situ
obi-v01-n0216-ob-p0366	place_of_origin_original	Shwegyaung monastery (E temple), Wetgyi-in, Bagan; Mandalay Palace stone 77	place-shwegyaung-monastery-e-temple-wetgyi-in-bagan-mandalay-palace-stone-77
obi-v01-n0216-ob-p0366	current_location_original	Mandalay Mahamuni nos. 30 and 22	place-mandalay-mahamuni-nos-30-and-22
obi-v01-n0218-ob-p0370	place_of_origin_original	?	place-unknown
obi-v01-n0218-ob-p0370	current_location_original	Mandalay Palace stone 7	place-mandalay-palace-stone-7
obi-v01-n0219-ob-p0371	place_of_origin_original	a site “E of Bagan”; Mandalay Ma hamuni nos. 262 and 264	place-a-site-e-of-bagan-mandalay-ma-hamuni-nos-262-and-264
obi-v01-n0219-ob-p0371	current_location_original	Shwedwin-aung temple, Amyint (List 157)	place-shwedwin-aung-temple-amyint-list-157
obi-v01-n0221-tx-p0375	place_of_origin_original	Dhammayon temple, Pakhan-gyi	place-dhammayon-temple-pakhan-gyi
obi-v01-n0221-tx-p0375	current_location_original	now stone no. 2 in inscr. shed of Shinbinpaykyauk temple	place-now-stone-no-2-in-inscr-shed-of-shinbinpaykyauk-temple
obi-v01-n0221-tx-p0376	place_of_origin_original	Lemyethna temple, Tape (Tapay); Mandalay Palace stone 29; duplicate from Tamani complex, Bagan	place-lemyethna-temple-tape-tapay-mandalay-palace-stone-29-duplicate-from-tamani-complex-bagan
obi-v01-n0221-tx-p0376	current_location_original	New Bagan Museum stone 159	place-new-bagan-museum-stone-159
obi-v01-n0222-re-p0376	place_of_origin_original	Lemyethna temple, Tape (Tapay); Mandalay Palace stone 29; duplicate from Tamani complex, Bagan	place-lemyethna-temple-tape-tapay-mandalay-palace-stone-29-duplicate-from-tamani-complex-bagan
obi-v01-n0222-re-p0376	current_location_original	New Bagan Museum stone 159	place-new-bagan-museum-stone-159
obi-v01-n0224-ob-p0379	place_of_origin_original	Nagagyaung, Bagan; Mandalay Palace stones 275 and 28	place-nagagyaung-bagan-mandalay-palace-stones-275-and-28
obi-v01-n0224-ob-p0379	current_location_original	Mandalay Mahamuni nos. xxx	place-mandalay-mahamuni-nos-xxx
obi-v01-n0225-ob-p0381	place_of_origin_original	Bagan ?	place-bagan
obi-v01-n0225-ob-p0381	current_location_original	Mandalay Palace stone 39	place-mandalay-palace-stone-39
obi-v02-n0001-ob-p0001	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0001-ob-p0001	current_location_original	in situ	place-in-situ
obi-v02-n0002-ob-p0003	place_of_origin_original	Bagan, Minnanthu vill.	place-bagan-minnanthu-vill
obi-v02-n0002-ob-p0003	current_location_original	now in inscription shed of Anantathu monastery	place-now-in-inscription-shed-of-anantathu-monastery
obi-v02-n0003-ob-p0004	place_of_origin_original	Thonpanhla temple, Talop-myo, Myingyan distr.; Mandalay Palace stone 502	place-thonpanhla-temple-talop-myo-myingyan-distr-mandalay-palace-stone-502
obi-v02-n0003-ob-p0004	current_location_original	Mandalay Mahamuni	place-mandalay-mahamuni
obi-v02-n0004-ob-p0006	place_of_origin_original	Hsinpyushin complex, West Phwazaw, Bagan	place-hsinpyushin-complex-west-phwazaw-bagan
obi-v02-n0004-ob-p0006	current_location_original	in situ	place-in-situ
obi-v02-n0005-re-p0009	place_of_origin_original	Thein-paya, Sunye village, Kyaukse distr.	place-thein-paya-sunye-village-kyaukse-distr
obi-v02-n0005-re-p0009	current_location_original	in situ	place-in-situ
obi-v02-n0006-ob-p0010	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0006-ob-p0010	current_location_original	in situ	place-in-situ
obi-v02-n0007-ob-p0011	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0007-ob-p0011	current_location_original	in situ	place-in-situ
obi-v02-n0007-re-p0011	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0007-re-p0011	current_location_original	in situ	place-in-situ
obi-v02-n0008-re-p0013	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0008-re-p0013	current_location_original	in situ	place-in-situ
obi-v02-n0009-ob-p0014	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0009-ob-p0014	current_location_original	in situ	place-in-situ
obi-v02-n0010-ob-p0015	place_of_origin_original	“a ruined temple close to Myagan (Alam bagan) tank” (IMP 2240), Bagan	place-a-ruined-temple-close-to-myagan-alam-bagan-tank-imp-2240-bagan
obi-v02-n0010-ob-p0015	current_location_original	now lost	place-now-lost
obi-v02-n0011-ob-p0017	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0011-ob-p0017	current_location_original	in situ	place-in-situ
obi-v02-n0012-ob-p0018	place_of_origin_original	Hsu-pyu-kun village, Natogyi	place-hsu-pyu-kun-village-natogyi
obi-v02-n0012-ob-p0018	current_location_original	in situ	place-in-situ
obi-v02-n0013-ob-p0020	place_of_origin_original	Shwe-min-taw-gyaung (IMP 1177) Myinkaba, Bagan	place-shwe-min-taw-gyaung-imp-1177-myinkaba-bagan
obi-v02-n0013-ob-p0020	current_location_original	New Bagan Museum stone 161	place-new-bagan-museum-stone-161
obi-v02-n0014-ob-p0021	place_of_origin_original	Hmanlyo village, Chaung-U	place-hmanlyo-village-chaung-u
obi-v02-n0014-ob-p0021	current_location_original	in situ	place-in-situ
obi-v02-n0015-ob-p0022	place_of_origin_original	Hsalay village, Sale Distr.	place-hsalay-village-sale-distr
obi-v02-n0015-ob-p0022	current_location_original	in situ	place-in-situ
obi-v02-n0016-ob-p0024	place_of_origin_original	North Guni (IMP 766), Bagan	place-north-guni-imp-766-bagan
obi-v02-n0016-ob-p0024	current_location_original	New Bagan Museum stone 40	place-new-bagan-museum-stone-40
obi-v02-n0017-ob-p0027	place_of_origin_original	Letputkan temple (IMP 711), Minnanthu, Bagan	place-letputkan-temple-imp-711-minnanthu-bagan
obi-v02-n0017-ob-p0027	current_location_original	in situ	place-in-situ
obi-v02-n0018-ob-p0029	place_of_origin_original	Shwezigon stupa, Bagan	place-shwezigon-stupa-bagan
obi-v02-n0018-ob-p0029	current_location_original	in situ	place-in-situ
obi-v02-n0019-ob-p0030	place_of_origin_original	an old temple E of Taunggut vill. near Kume, Kyaukse distr.	place-an-old-temple-e-of-taunggut-vill-near-kume-kyaukse-distr
obi-v02-n0019-ob-p0030	current_location_original	in situ	place-in-situ
obi-v02-n0019-re-p0031	place_of_origin_original	Bagan, Minnanthu vill.	place-bagan-minnanthu-vill
obi-v02-n0019-re-p0031	current_location_original	now in inscription shed of Anantathu monastery	place-now-in-inscription-shed-of-anantathu-monastery
obi-v02-n0020-ob-p0033	place_of_origin_original	Bagan, Minnanthu vill.	place-bagan-minnanthu-vill
obi-v02-n0020-ob-p0033	current_location_original	now in inscription shed of Anantathu monastery	place-now-in-inscription-shed-of-anantathu-monastery
